source_audio_path,en_source_text,vi_translation,cefr_level,unit_type,structure,function,grammar_points,collection_id,flesch_kincaid_grade,match_count,no_conflict_match_count,matching_audio_paths
H8V-qX2PKdA_sentence_276.wav,I'm very worried about your health.,Tôi rất lo lắng cho sức khỏe của bạn.,A1,sentence,simple,declarative,present_simple|pronoun|verb|adverb|adjective|preposition|determiner|noun|prepositional_phrase,2254,4.45,0,0,
H8V-qX2PKdA_sentence_274.wav,She is worried about her weight.,Cô ấy lo lắng về cân nặng của mình.,A1,sentence,simple,declarative,present_simple|pronoun|adjective|preposition|determiner|noun|prepositional_phrase,2254,2.483,0,0,
H8V-qX2PKdA_sentence_275.wav,We're all very worried about you.,Chúng tôi đều rất lo lắng cho bạn.,A2,sentence,simple,declarative,present_simple|passive|pronoun|adverb|adjective|preposition|prepositional_phrase,2254,4.45,0,0,
IQMT42t0by0_sentence_665.wav,Brilliant.,Xuất sắc.,A1,word,,,adjective,2255,,4,3,sdf_678alCI_sentence_491.wav|zdGXA7pw_iw_sentence_298.wav|sdf_678alCI_sentence_368.wav|sdf_678alCI_sentence_022.wav
sdf_678alCI_sentence_491.wav,She gave a brilliant performance.,Cô ấy đã có một màn trình diễn xuất sắc.,A1,sentence,simple,declarative,past_simple|pronoun|verb|determiner|adjective|noun|noun_phrase,2255,5.24,0,0,
sdf_678alCI_sentence_022.wav,Everyone recognized him as a brilliant scientist.,Mọi người đều công nhận ông là một nhà khoa học xuất sắc.,A2,sentence,simple,declarative,past_simple|pronoun|verb|adjective|noun|preposition|noun_phrase|prepositional_phrase,2255,10.74,0,0,
sdf_678alCI_sentence_368.wav,I've come up with a brilliant idea.,Tôi vừa nảy ra một ý tưởng tuyệt vời.,A1,sentence,simple,declarative,present_perfect|pronoun|verb|adjective|noun|determiner|noun_phrase|verb_phrase,2255,3.997,0,0,
Sov_ub_y3VM_sentence_177.wav,Presentation.,Bài thuyết trình.,A2,word,,,noun,2256,,7,3,EFN11jAjXEM_sentence_202.wav|kG1FsEsNE90_sentence_591.wav|flLkzTtdkNM_sentence_064.wav|5sDjW_dZj08_sentence_403.wav|eRiQnLoDEqA_sentence_428.wav|xqyaKzZX__4_sentence_047.wav|lQuu1XM80ng_sentence_603.wav
5sDjW_dZj08_sentence_403.wav,He gave an impressive presentation.,Ông ấy đã có một bài thuyết trình ấn tượng.,A1,sentence,simple,declarative,past_simple|pronoun|verb|adjective|noun|noun_phrase,2256,9.96,0,0,
eRiQnLoDEqA_sentence_428.wav,He made an impressive presentation.,Ông ấy đã có một bài thuyết trình ấn tượng.,A2,sentence,simple,declarative,past_simple|pronoun|verb|determiner|adjective|noun|noun_phrase|verb_phrase,2256,9.96,0,0,
kG1FsEsNE90_sentence_591.wav,I was greatly impressed by your presentation.,Tôi rất ấn tượng với bài thuyết trình của bạn.,A2,sentence,simple,declarative,past_simple|passive|pronoun|adverb|preposition|noun_phrase|noun,2256,7.369,0,0,
5sDjW_dZj08_sentence_190.wav,Impressive.,Ấn tượng.,A1,word,,,adjective,2257,,6,2,eNFFf2rcKC8_sentence_685.wav|lg4eZ34RtJM_sentence_182.wav|UTFpMaHxHxI_sentence_278_2.wav|5sDjW_dZj08_sentence_403.wav|5sDjW_dZj08_sentence_195.wav|eRiQnLoDEqA_sentence_428.wav
5sDjW_dZj08_sentence_195.wav,I think it's very impressive.,Tôi nghĩ điều đó rất ấn tượng.,A1,sentence,complex,declarative,present_simple|pronoun|verb|adjective|adverb|adjective_phrase,2257,5.24,0,0,
UTFpMaHxHxI_sentence_278_2.wav,This building is architecturally impressive.,Tòa nhà này có kiến ​​trúc rất ấn tượng.,A2,sentence,simple,declarative,present_simple|noun_phrase|verb|adverb|adjective,2257,17.04,0,0,
1Hk4z0OkyyM_sentence_1078.wav,Safe.,An toàn.,A1,word,,,adjective,2258,,4,3,H8V-qX2PKdA_sentence_115.wav|gPNgMoikiVo_sentence_459.wav|1Hk4z0OkyyM_sentence_1075.wav|gPNgMoikiVo_sentence_1126.wav
gPNgMoikiVo_sentence_459.wav,Have a safe trip home.,Chúc bạn thượng lộ bình an.,A1,sentence,simple,imperative,present_simple|verb|determiner|adjective|noun|adverb|noun_phrase,2258,-1.84,0,0,
1Hk4z0OkyyM_sentence_1075.wav,Are you sure it's safe here?,Bạn có chắc nơi này an toàn không?,A1,sentence,complex,interrogative,present_simple|question_form|pronoun|adjective|adverb|verb,2258,-1.45,0,0,
gPNgMoikiVo_sentence_1126.wav,Is it safe to swim in this lake?,Bơi ở hồ này có an toàn không?,A1,sentence,simple,interrogative,present_simple|question_form|verb|pronoun|adjective|verb_phrase|prepositional_phrase,2258,-0.67,0,0,
lhfQCs4mfjU_sentence_128.wav,Rush.,Cây bấc.,A1,word,,,verb,2259,,4,3,pVwMUP_iDq0_sentence_447.wav|mCWg98-YBsA_sentence_304.wav|lhfQCs4mfjU_sentence_126.wav|UUF4JSG6Ql4_sentence_403.wav
mCWg98-YBsA_sentence_304.wav,"Don't rush me, I'm thinking.","Đừng giục tôi, tôi đang suy nghĩ.",A1,sentence,compound,imperative,negation|present_continuous|verb|pronoun,2259,0.52,0,0,
lhfQCs4mfjU_sentence_126.wav,I am in a rush.,Tôi đang vội.,A1,sentence,simple,declarative,present_simple|pronoun|verb|prepositional_phrase|preposition|determiner|noun,2259,-1.84,0,0,
UUF4JSG6Ql4_sentence_403.wav,Let's leave early to avoid rush hour traffic.,Chúng ta nên khởi hành sớm để tránh giờ cao điểm.,A2,sentence,simple,imperative,present_simple|verb|adverb|reason_result|noun_phrase|pronoun,2259,5.23,0,0,
IQMT42t0by0_sentence_297.wav,Cheek.,Má.,A1,word,,,noun,2260,,4,3,GUksrGBeln0_sentence_923.wav|IQMT42t0by0_sentence_298.wav|dOKwbK4u5zo_sentence_869.wav|IQMT42t0by0_sentence_299.wav
IQMT42t0by0_sentence_298.wav,Tears rolled down her cheek.,Nước mắt lăn dài trên má cô.,A2,sentence,simple,declarative,past_simple|noun|verb|prepositional_phrase,2260,-1.84,0,0,
dOKwbK4u5zo_sentence_869.wav,He touched me on the cheek.,Anh ấy chạm vào má tôi.,A1,sentence,simple,declarative,past_simple|pronoun|prepositional_phrase,2260,-1.45,0,0,
IQMT42t0by0_sentence_299.wav,She kissed him on the cheek.,Cô ấy hôn lên má anh.,A1,sentence,simple,declarative,past_simple|pronoun|verb|prepositional_phrase|noun|determiner|preposition,2260,-1.45,0,0,
5QFYjqDs43g_sentence_892.wav,Star.,Ngôi sao.,A1,word,,,verb,2261,,5,3,d2HRQKhrSs0_sentence_186.wav|lQuu1XM80ng_sentence_310.wav|zOsZ6doLPs0_sentence_764.wav|5QFYjqDs43g_sentence_899.wav|5QFYjqDs43g_sentence_893.wav
zOsZ6doLPs0_sentence_764.wav,She's a famous movie star.,Cô ấy là một ngôi sao điện ảnh nổi tiếng.,A1,sentence,simple,declarative,present_simple|pronoun|verb|determiner|adjective|noun|noun_phrase,2261,2.88,0,0,
5QFYjqDs43g_sentence_899.wav,Who is your favorite movie star?,Ngôi sao điện ảnh yêu thích của bạn là ai?,A1,sentence,simple,interrogative,question_form|present_simple|pronoun|determiner|adjective|noun|noun_phrase,2261,4.45,0,0,
5QFYjqDs43g_sentence_893.wav,Sirius is the brightest star in the sky.,Sirius là ngôi sao sáng nhất trên bầu trời.,A2,sentence,simple,declarative,present_simple|comparison|noun_phrase|verb_phrase|prepositional_phrase,2261,2.28,0,0,
28wOHb8a6F4_sentence_821.wav,Born.,Sinh.,A2,word,,,verb,2262,,16,3,d2HRQKhrSs0_sentence_456.wav|UTJvBxhIaUI_sentence_373.wav|cQU8U99fZnQ_sentence_416.wav|EFN11jAjXEM_sentence_435.wav|nY2XN0diEB4_sentence_376.wav|q0g5JAFFqPo_sentence_404.wav|EFN11jAjXEM_sentence_548.wav|d2HRQKhrSs0_sentence_305.wav|GUMaa1S8TAw_sentence_596.wav|rvjLZBOi-I8_sentence_301.wav|dvmlHiHdqSs_sentence_269.wav|PdQfA-Fhcmk_sentence_380.wav|tAgsbxzQJ9I_sentence_855.wav|VQeC1ZO2L-w_sentence_626.wav|dvmlHiHdqSs_sentence_267.wav|cizzwQ1_EDM_sentence_337.wav
dvmlHiHdqSs_sentence_267.wav,She was born in Vietnam.,Cô ấy sinh ra ở Việt Nam.,A2,sentence,simple,declarative,past_simple|passive|pronoun|preposition|noun|prepositional_phrase,2262,2.88,0,0,
cizzwQ1_EDM_sentence_337.wav,I was born and raised in Vietnam.,Tôi sinh ra và lớn lên ở Việt Nam.,A2,sentence,simple,declarative,past_simple|passive|conjunction|pronoun|prepositional_phrase,2262,2.311,0,0,
tAgsbxzQJ9I_sentence_855.wav,I was born in a small village.,Tôi sinh ra ở một ngôi làng nhỏ.,A2,sentence,simple,declarative,past_simple|passive|pronoun|verb|prepositional_phrase|adjective|noun|determiner,2262,0.626,0,0,
RTQzXWhlRFM_sentence_884.wav,Between.,Giữa.,A2,word,,,preposition,2263,,24,3,eNFFf2rcKC8_sentence_237.wav|bET0qG-efMk_sentence_396.wav|UTJvBxhIaUI_sentence_581.wav|gskdnimT5iY_sentence_863.wav|FiivHZZEXCU_sentence_516.wav|6rHcPgYkDpE_sentence_443.wav|2F4_bmQcL4Y_sentence_096.wav|90DzeyiIBCw_sentence_745.wav|-yljNBUV0cw_sentence_068.wav|UTJvBxhIaUI_sentence_659.wav|Vm4TBei0oSk_sentence_686.wav|lhfQCs4mfjU_sentence_567.wav|aWTrDkYdxK4_sentence_252.wav|B98K7c1BJ2w_sentence_443.wav|08jDwfm9LcA_sentence_031.wav|yzQdKLHuq4Y_sentence_247.wav|1RIdJ5ZspdU_sentence_171.wav|_0J3v14ZjW4_sentence_468.wav|PdQfA-Fhcmk_sentence_099.wav|ihK-SbRzvOk_sentence_226.wav|eRiQnLoDEqA_sentence_643.wav|_0J3v14ZjW4_sentence_469.wav|RTQzXWhlRFM_sentence_349.wav|EpbcSXHX_Mo_sentence_066.wav
RTQzXWhlRFM_sentence_349.wav,We divided the work between us.,Chúng tôi chia nhau công việc.,A2,sentence,simple,declarative,past_simple|pronoun|verb|noun|determiner|preposition|noun_phrase|prepositional_phrase,2263,4.45,0,0,
EpbcSXHX_Mo_sentence_066.wav,There are growing tensions between the US and China.,Căng thẳng giữa Mỹ và Trung Quốc đang ngày càng gia tăng.,A2,sentence,simple,declarative,present_simple|noun|adjective|preposition|conjunction|determiner|pronoun,2263,4.964,0,0,
aWTrDkYdxK4_sentence_252.wav,"The worst battle is the one that goes on between your heart and your mind, you never know which one to listen to.","Cuộc chiến khốc liệt nhất là cuộc chiến giữa trái tim và lý trí, bạn không bao giờ biết nên nghe theo cái nào.",B1,sentence,compound_complex,declarative,present_simple|relative_clause|negation|question_form|noun|verb|adjective|preposition|conjunction|pronoun|determiner|noun_phrase|verb_phrase,2263,7.232,0,0,
aWTrDkYdxK4_sentence_600.wav,Battle.,Trận đánh.,A1,word,,,verb,2264,,4,2,d448ERf2gJk_sentence_559.wav|E5MtNtVAgBE_sentence_225.wav|aWTrDkYdxK4_sentence_601.wav|aWTrDkYdxK4_sentence_252.wav
E5MtNtVAgBE_sentence_225.wav,That's half the battle.,Đó là một nửa thành công rồi.,A1,sentence,simple,declarative,present_simple|pronoun|verb|determiner|noun|noun_phrase,2264,0.72,0,0,
aWTrDkYdxK4_sentence_601.wav,I had a battle with my conscience.,Tôi đã phải đấu tranh với lương tâm của mình.,A2,sentence,simple,declarative,past_simple|pronoun|verb|determiner|noun|noun_phrase|preposition|prepositional_phrase,2264,2.311,0,0,
-xuEvpBrgTE_sentence_422.wav,Heart.,Trái tim.,A1,word,,,noun,2265,,10,3,UTJvBxhIaUI_sentence_834.wav|gskdnimT5iY_sentence_742.wav|W0La8_Trics_sentence_749.wav|rvjLZBOi-I8_sentence_377.wav|aWTrDkYdxK4_sentence_252.wav|OtMigTGv7io_sentence_486.wav|-xuEvpBrgTE_sentence_423.wav|nlFf2MKo-UE_sentence_942.wav|Ha9kWCZd408_sentence_033.wav|2cy7Bzp7F9U_sentence_981.wav
OtMigTGv7io_sentence_486.wav,Her heart is beating normally.,Tim cô ấy đập bình thường.,A1,sentence,simple,declarative,present_continuous|noun_phrase|adverb|determiner|noun|verb,2265,5.24,0,0,
nlFf2MKo-UE_sentence_942.wav,She loved him with all her heart.,Cô ấy yêu anh ấy bằng cả trái tim.,A1,sentence,simple,declarative,past_simple|pronoun|verb|preposition|determiner|noun|prepositional_phrase,2265,-1.06,0,0,
2cy7Bzp7F9U_sentence_981.wav,"The more you put your heart into English, the more you'll be interested in it.","Bạn càng dồn tâm huyết vào việc học tiếng Anh, bạn càng thấy hứng thú hơn.",B1,sentence,complex,declarative,comparison|future_will|pronoun|verb|noun|adjective|preposition,2265,5.207,0,0,
5QFYjqDs43g_sentence_171.wav,Past.,Quá khứ.,A2,word,,,noun,2266,,8,3,DRNH2LZ7HH0_sentence_467.wav|CWdJd0sDlOw_sentence_079.wav|qH5cnyKSL9w_sentence_357.wav|tAgsbxzQJ9I_sentence_807.wav|5QFYjqDs43g_sentence_151.wav|5QFYjqDs43g_sentence_173.wav|5QFYjqDs43g_sentence_172.wav|zOsZ6doLPs0_sentence_903.wav
qH5cnyKSL9w_sentence_357.wav,"Let the past make you better, not bitter.","Hãy để quá khứ giúp bạn trở nên tốt hơn, chứ đừng khiến bạn cay đắng hơn.",A2,sentence,simple,imperative,present_simple|verb|noun|pronoun|adjective|negation|comparison,2266,2.28,0,0,
zOsZ6doLPs0_sentence_903.wav,He has worked there for the past few months.,Anh ấy đã làm việc ở đó trong vài tháng qua.,A2,sentence,simple,declarative,present_perfect|pronoun|verb|adverb|prepositional_phrase,2266,-0.28,0,0,
5QFYjqDs43g_sentence_173.wav,"Don't judge me by my past, I don't live there anymore.","Đừng phán xét tôi qua quá khứ, tôi không còn sống ở đó nữa.",A2,sentence,compound,imperative,present_simple|negation|pronoun|verb|preposition|noun|determiner|adverb,2266,2.645,0,0,
7CmrrThEX3E_sentence_499.wav,Kind.,Loại.,A1,word,,,adjective,2267,,22,3,flLkzTtdkNM_sentence_041.wav|2cy7Bzp7F9U_sentence_706.wav|mCWg98-YBsA_sentence_023.wav|d448ERf2gJk_sentence_604.wav|aHf27Jt0exE_sentence_700.wav|2cy7Bzp7F9U_sentence_707.wav|2cy7Bzp7F9U_sentence_710.wav|mCWg98-YBsA_sentence_430.wav|dOKwbK4u5zo_sentence_106.wav|be6gMVMz48c_sentence_228.wav|28wOHb8a6F4_sentence_283.wav|elCuqmWqd28_sentence_847.wav|FGBLtAJdMqE_sentence_782.wav|28wOHb8a6F4_sentence_552.wav|zOsZ6doLPs0_sentence_537.wav|zdGXA7pw_iw_sentence_404.wav|zdGXA7pw_iw_sentence_405.wav|Ha9kWCZd408_sentence_033.wav|7CmrrThEX3E_sentence_507.wav|2cy7Bzp7F9U_sentence_704.wav|FMZvsN1t13I_sentence_087.wav|2cy7Bzp7F9U_sentence_708.wav
7CmrrThEX3E_sentence_507.wav,He is very kind.,Anh ấy rất tốt bụng.,A1,sentence,simple,declarative,present_simple|pronoun|verb|adverb|adjective|adjective_phrase,2267,0.72,0,0,
FMZvsN1t13I_sentence_087.wav,What's your favorite kind of book?,Bạn thích đọc loại sách nào nhất?,A1,sentence,simple,interrogative,present_simple|question_form|pronoun|verb|adjective|noun|preposition|determiner|noun_phrase,2267,2.483,0,0,
zdGXA7pw_iw_sentence_405.wav,What kind of wine do you have?,Bạn có loại rượu vang nào?,A1,sentence,simple,interrogative,question_form|present_simple|noun_phrase|verb_phrase|determiner|noun|pronoun,2267,-1.06,0,0,
5QFYjqDs43g_sentence_011.wav,Interested.,Thú vị.,A2,word,,,adjective,2268,,11,3,MYQ5iy3aRSo_sentence_711.wav|tAgsbxzQJ9I_sentence_754.wav|tAgsbxzQJ9I_sentence_319.wav|1Hk4z0OkyyM_sentence_270.wav|2cy7Bzp7F9U_sentence_193.wav|2cy7Bzp7F9U_sentence_981.wav|lQuu1XM80ng_sentence_885.wav|sTgtFzcpy6M_sentence_319.wav|lQuu1XM80ng_sentence_553.wav|sTgtFzcpy6M_sentence_315.wav|5QFYjqDs43g_sentence_018.wav
lQuu1XM80ng_sentence_553.wav,Are you interested in politics?,Bạn có quan tâm đến chính trị không?,A2,sentence,simple,interrogative,present_simple|question_form|adjective|preposition|noun|pronoun|verb,2268,7.6,0,0,
5QFYjqDs43g_sentence_018.wav,What are you interested in?,Bạn quan tâm đến điều gì?,A1,sentence,simple,interrogative,present_simple|question_form|pronoun|verb|adjective|preposition,2268,2.88,0,0,
sTgtFzcpy6M_sentence_319.wav,Why are you so interested?,Tại sao bạn lại quan tâm đến vậy?,A1,sentence,simple,interrogative,present_simple|question_form|pronoun|verb|adverb|adjective,2268,2.88,0,0,
aWTrDkYdxK4_sentence_423.wav,Channel.,Kênh.,A1,word,,,verb,2269,,4,3,gUE72PlGRi0_sentence_005.wav|sdf_678alCI_sentence_288.wav|sdf_678alCI_sentence_285.wav|sdf_678alCI_sentence_290.wav
sdf_678alCI_sentence_288.wav,What is on VTV3 channel?,Kênh VTV3 phát sóng những chương trình gì?,A2,sentence,simple,interrogative,question_form|present_simple|pronoun|verb|preposition|noun_phrase,2269,0.52,0,0,
sdf_678alCI_sentence_285.wav,They have just published a new television channel.,Họ vừa mới ra mắt một kênh truyền hình mới.,A2,sentence,simple,declarative,present_perfect|pronoun|adverb|verb|determiner|adjective|noun|noun_phrase,2269,6.705,0,0,
sdf_678alCI_sentence_290.wav,The kids are watching cartoons on the Disney Channel.,Các bé đang xem phim hoạt hình trên kênh Disney Channel.,A1,sentence,simple,declarative,present_continuous|noun_phrase|verb_phrase|prepositional_phrase|determiner|noun|verb|preposition|adjective,2269,4.964,0,0,
DOcJti0SfA0_sentence_512.wav,Hill.,Đồi.,A1,word,,,noun,2270,,8,3,w9FIqvip19Y_sentence_532.wav|mVebDiDUOqA_sentence_648.wav|5sDjW_dZj08_sentence_890.wav|vqMjAXiY44g_sentence_744.wav|DOcJti0SfA0_sentence_513.wav|GUMaa1S8TAw_sentence_850.wav|Vm4TBei0oSk_sentence_850.wav|mVebDiDUOqA_sentence_656.wav
GUMaa1S8TAw_sentence_850.wav,The ball rolled down the hill.,Quả bóng lăn xuống đồi.,A2,sentence,simple,declarative,past_simple|noun|verb|preposition|determiner|noun_phrase|prepositional_phrase,2270,-1.45,0,0,
Vm4TBei0oSk_sentence_850.wav,The school is located on a hill.,Ngôi trường nằm trên một ngọn đồi.,A2,sentence,simple,declarative,present_simple|passive|noun_phrase|prepositional_phrase|determiner|noun|verb|preposition,2270,2.311,0,0,
mVebDiDUOqA_sentence_656.wav,You can see the whole city from this hill.,"Từ ngọn đồi này, bạn có thể nhìn thấy toàn bộ thành phố.",A2,sentence,simple,declarative,modal|noun_phrase|prepositional_phrase,2270,1.031,0,0,
08jDwfm9LcA_sentence_130.wav,Defeat.,Đánh bại.,B1,word,,,verb,2271,,4,3,sTgtFzcpy6M_sentence_054.wav|gPNgMoikiVo_sentence_1069.wav|rvjLZBOi-I8_sentence_634.wav|08jDwfm9LcA_sentence_936.wav
gPNgMoikiVo_sentence_1069.wav,He admitted his defeat.,Ông ta thừa nhận thất bại.,A2,sentence,simple,declarative,past_simple|pronoun|verb|determiner|noun,2271,6.62,0,0,
rvjLZBOi-I8_sentence_634.wav,The defeat completely crushed him.,Thất bại đó đã hoàn toàn làm anh ta suy sụp.,A2,sentence,simple,declarative,past_simple|noun_phrase|determiner|noun|adverb|verb|pronoun,2271,5.24,0,0,
08jDwfm9LcA_sentence_936.wav,You can't defeat him without my help.,Bạn không thể đánh bại hắn nếu không có sự giúp đỡ của tôi.,A2,sentence,simple,declarative,modal|negation|pronoun|verb|prepositional_phrase|preposition|determiner|noun,2271,2.311,0,0,
CWdJd0sDlOw_sentence_532.wav,Behave.,Ứng xử.,A1,word,,,verb,2272,,4,3,d448ERf2gJk_sentence_111.wav|Sov_ub_y3VM_sentence_448.wav|Rge4X4FC1fc_sentence_042.wav|E5MtNtVAgBE_sentence_212.wav
Sov_ub_y3VM_sentence_448.wav,Please behave honestly.,Hãy hành xử trung thực.,A1,sentence,simple,imperative,present_simple|verb|adverb,2272,9.18,0,0,
Rge4X4FC1fc_sentence_042.wav,Just try to behave normally.,Hãy cố gắng cư xử như bình thường.,A1,sentence,simple,imperative,verb|adverb|verb_phrase,2272,5.24,0,0,
E5MtNtVAgBE_sentence_212.wav,He doesn't know how to behave himself.,Anh ta không biết cách cư xử cho đúng mực.,A2,sentence,complex,declarative,present_simple|negation|pronoun|verb|verb_phrase,2272,3.997,0,0,
OtMigTGv7io_sentence_485.wav,Normally.,Thông thường.,A2,word,,,adverb,2273,,4,2,Rge4X4FC1fc_sentence_042.wav|OtMigTGv7io_sentence_486.wav|28wOHb8a6F4_sentence_752.wav|Rge4X4FC1fc_sentence_043.wav
28wOHb8a6F4_sentence_752.wav,They don't get a lot normally.,Thông thường họ không nhận được nhiều.,A2,sentence,simple,declarative,present_simple|negation|pronoun|verb|adverb|noun_phrase,2273,2.483,0,0,
Rge4X4FC1fc_sentence_043.wav,I normally get up at six o'clock.,Tôi thường thức dậy lúc sáu giờ.,A2,sentence,simple,declarative,present_simple|pronoun|adverb|verb|preposition|time_sequence,2273,2.311,0,0,
28wOHb8a6F4_sentence_643.wav,Depressed.,Trầm cảm.,A1,word,,,adjective,2274,,4,3,28wOHb8a6F4_sentence_644.wav|1CxAyEHcKHE_sentence_209.wav|flLkzTtdkNM_sentence_645.wav|_0J3v14ZjW4_sentence_438.wav
28wOHb8a6F4_sentence_644.wav,She was so depressed.,Cô ấy chán nản đến mức...,A1,sentence,simple,declarative,past_simple|pronoun|verb|adverb|adjective,2274,0.72,0,0,
1CxAyEHcKHE_sentence_209.wav,The first day at school depressed me.,Ngày đầu tiên đi học khiến tôi chán nản.,A2,sentence,simple,declarative,past_simple|noun_phrase|verb|pronoun|prepositional_phrase,2274,0.626,0,0,
_0J3v14ZjW4_sentence_438.wav,"The more she thought about it, the more depressed she became.","Càng nghĩ về điều đó, cô càng cảm thấy chán nản.",A2,sentence,complex,declarative,past_simple|comparison|pronoun|verb|adjective|adverb|determiner,2274,3.718,0,0,
5QFYjqDs43g_sentence_843.wav,Eye.,Mắt.,A1,word,,,adverb,2275,,4,3,td7W9lJknM0_sentence_416.wav|q0g5JAFFqPo_sentence_635.wav|0ZSnWMoz0pY_sentence_395.wav|5QFYjqDs43g_sentence_846.wav
td7W9lJknM0_sentence_416.wav,Why is your eye red?,Tại sao mắt bạn lại đỏ?,A1,sentence,simple,interrogative,present_simple|question_form|adjective|noun|determiner|verb|noun_phrase,2275,-1.84,0,0,
0ZSnWMoz0pY_sentence_395.wav,She looked me right in the eye.,Cô ấy nhìn thẳng vào mắt tôi.,A2,sentence,simple,declarative,past_simple|pronoun|verb|adverb|prepositional_phrase,2275,-1.06,0,0,
5QFYjqDs43g_sentence_846.wav,I want you to keep an eye on him.,Tôi muốn anh/chị để mắt đến cậu ta.,A1,sentence,simple,declarative,present_simple|pronoun|verb_phrase|noun_phrase|prepositional_phrase,2275,-0.28,0,0,
-qyZgVdUmgI_sentence_380.wav,Famous.,Nổi tiếng.,A1,word,,,adjective,2276,,13,3,hpNREux9pXU_sentence_336.wav|1cHYKOqk6_I_sentence_459.wav|MYQ5iy3aRSo_sentence_710.wav|90ycpyNEHgc_sentence_316.wav|VQeC1ZO2L-w_sentence_584.wav|my310Q7i_5c_sentence_602.wav|zOsZ6doLPs0_sentence_764.wav|IldNF_yojCw_sentence_905.wav|UUF4JSG6Ql4_sentence_173.wav|-qyZgVdUmgI_sentence_381.wav|-qyZgVdUmgI_sentence_386.wav|xRFTtFcL6ZM_sentence_010.wav|VbsNhBfwxf0_sentence_544.wav
-qyZgVdUmgI_sentence_386.wav,He is eager to be famous.,Anh ta rất muốn nổi tiếng.,A2,sentence,simple,declarative,present_simple|pronoun|verb|adjective|adjective_phrase,2276,2.483,0,0,
xRFTtFcL6ZM_sentence_010.wav,I have a friend whose father is a famous doctor.,Tôi có một người bạn mà bố cậu ấy là một bác sĩ nổi tiếng.,A2,sentence,complex,declarative,present_simple|relative_clause|noun|verb|adjective|determiner|pronoun|noun_phrase,2276,3.65,0,0,
VbsNhBfwxf0_sentence_544.wav,I met a lot of famous people at that meeting.,Tôi đã gặp rất nhiều người nổi tiếng tại cuộc họp đó.,A2,sentence,simple,declarative,past_simple|pronoun|verb|determiner|adjective|noun|preposition|noun_phrase|prepositional_phrase,2276,3.65,0,0,
7kahh2YZLLY_sentence_1047.wav,Avoid.,Tránh xa.,A1,word,,,verb,2277,,5,3,6rHcPgYkDpE_sentence_683.wav|UUF4JSG6Ql4_sentence_403.wav|flLkzTtdkNM_sentence_488.wav|flLkzTtdkNM_sentence_486.wav|rvjLZBOi-I8_sentence_367.wav
flLkzTtdkNM_sentence_488.wav,Don't avoid my question.,Đừng né tránh câu hỏi của tôi.,A1,sentence,simple,imperative,present_simple|negation|verb|determiner|noun|noun_phrase,2277,3.67,0,0,
flLkzTtdkNM_sentence_486.wav,You must avoid making such mistakes.,Bạn phải tránh mắc phải những lỗi như vậy.,A2,sentence,simple,declarative,modal|pronoun|verb|adjective|noun,2277,4.45,0,0,
rvjLZBOi-I8_sentence_367.wav,"If you're sick, you should stay home to avoid infecting other people in the office.","Nếu bạn bị ốm, bạn nên ở nhà để tránh lây nhiễm cho những người khác trong văn phòng.",A2,sentence,complex,declarative,present_simple|modal|conditional|verb_phrase|prepositional_phrase,2277,6.78,0,0,
1CxAyEHcKHE_sentence_368.wav,Bar.,Thanh.,A1,word,,,noun,2278,,4,3,gUE72PlGRi0_sentence_281.wav|GUMaa1S8TAw_sentence_048.wav|1CxAyEHcKHE_sentence_369_seg_01.wav|1CxAyEHcKHE_sentence_369_seg_00.wav
GUMaa1S8TAw_sentence_048.wav,Give me a bar of soap.,Đưa tôi một bánh xà phòng.,A1,sentence,simple,imperative,present_simple|verb|pronoun|determiner|noun|preposition|noun_phrase,2278,-1.45,0,0,
1CxAyEHcKHE_sentence_369_seg_01.wav,The bar is closed until further notice.,Quán bar đóng cửa cho đến khi có thông báo mới.,A2,sentence,simple,declarative,present_simple|passive|noun_phrase|prepositional_phrase,2278,3.997,0,0,
1CxAyEHcKHE_sentence_369_seg_00.wav,He bought an orange and a bar of chocolate.,Anh ấy mua một quả cam và một thanh sô cô la.,A2,sentence,simple,declarative,past_simple|pronoun|verb|determiner|noun|conjunction|preposition|noun_phrase,2278,2.342,0,0,
DOcJti0SfA0_sentence_430.wav,Television.,Tivi.,A1,word,,,noun,2279,,11,3,dOKwbK4u5zo_sentence_667.wav|08jDwfm9LcA_sentence_158.wav|aWTrDkYdxK4_sentence_639.wav|sdf_678alCI_sentence_285.wav|DOcJti0SfA0_sentence_435.wav|fXyoyYdUOvc_sentence_408.wav|DOcJti0SfA0_sentence_436.wav|RTQzXWhlRFM_sentence_898.wav|6rHcPgYkDpE_sentence_276.wav|DOcJti0SfA0_sentence_431.wav|E5MtNtVAgBE_sentence_376.wav
DOcJti0SfA0_sentence_431.wav,"Turn down the television, please.",Làm ơn vặn nhỏ âm lượng tivi lên.,A1,sentence,simple,imperative,present_simple|verb|noun|adverb|determiner|verb_phrase|noun_phrase,2279,5.24,0,0,
E5MtNtVAgBE_sentence_376.wav,I like watching motor racing on television.,Tôi thích xem đua xe trên truyền hình.,A1,sentence,simple,declarative,present_simple|pronoun|verb|noun_phrase|prepositional_phrase,2279,9.054,0,0,
RTQzXWhlRFM_sentence_898.wav,I prefer reading books to watching television.,Tôi thích đọc sách hơn xem truyền hình.,A1,sentence,simple,declarative,present_simple|verb|noun|preposition|noun_phrase,2279,9.054,0,0,
