id,source_audio_path,en_source_text,vi_translation,cefr_level,unit_type,structure,function,grammar_points,match_count,collection_id,no_conflict_match_count,matching_ids
sent_5347,DOcJti0SfA0_sentence_474.wav,He just walked through the door.,Anh ta vừa bước qua cửa.,A1,sentence,simple,declarative,past_simple|pronoun|adverb|prepositional_phrase|verb_phrase,0,col_2525,0,
sent_5348,S-FYtkOqTlU_sentence_351.wav,"He likes mathematics, but I don't.","Anh ấy thích toán học, còn tôi thì không.",A2,sentence,compound,declarative,present_simple|negation|conjunction,0,col_730,0,
sent_5349,DRNH2LZ7HH0_sentence_849.wav,He likes to make model cars.,Anh ấy thích làm mô hình ô tô.,A1,sentence,simple,declarative,present_simple|pronoun|verb|noun_phrase|verb_phrase,0,col_1561,0,
sent_5350,d2HRQKhrSs0_sentence_368.wav,He lives apart from his family.,Anh ấy sống xa gia đình.,A2,sentence,simple,declarative,present_simple|pronoun|verb|prepositional_phrase|noun|determiner,0,col_420,0,
sent_5351,xqyaKzZX__4_sentence_432.wav,He lives in that yellow house.,Anh ấy sống trong ngôi nhà màu vàng đó.,A1,sentence,simple,declarative,present_simple|pronoun|verb|preposition|determiner|adjective|noun|noun_phrase|prepositional_phrase,0,col_759,0,
sent_5352,eRiQnLoDEqA_sentence_916.wav,He looks old for his age.,Ông ấy trông già hơn tuổi thật.,A1,sentence,simple,declarative,present_simple|pronoun|verb|adjective|prepositional_phrase|preposition|determiner|noun,0,col_2548,0,
sent_5353,nY2XN0diEB4_sentence_589.wav,He made fun of my accent.,Anh ta chế giễu giọng nói của tôi.,A2,sentence,simple,declarative,past_simple|pronoun|verb_phrase|noun_phrase,0,col_1885,0,
sent_5354,IldNF_yojCw_sentence_386.wav,He ordered a cup of coffee.,Anh ấy gọi một tách cà phê.,A1,sentence,simple,declarative,past_simple|pronoun|verb|determiner|noun|preposition|noun_phrase,0,col_2307,0,
sent_5355,VbsNhBfwxf0_sentence_202.wav,He packed his bags and left.,Anh ta thu dọn hành lý và rời đi.,A2,sentence,compound,declarative,past_simple|pronoun|noun_phrase|conjunction,0,col_1817,0,
sent_5356,UTJvBxhIaUI_sentence_468.wav,He politely gave me the ticket.,Anh ấy lịch sự đưa cho tôi tấm vé.,A2,sentence,simple,declarative,past_simple|pronoun|adverb|verb|determiner|noun|noun_phrase|verb_phrase,0,col_1201,0,
sent_5357,yY0BaDXBSbk_sentence_597.wav,He pretended not to hear me.,Anh ta giả vờ như không nghe thấy tôi nói gì.,A2,sentence,simple,declarative,past_simple|negation|pronoun|verb|verb_phrase,0,col_1459,0,
sent_5358,eRiQnLoDEqA_sentence_365.wav,He probably won't approve your proposal.,Có lẽ ông ấy sẽ không chấp thuận đề xuất của bạn.,A2,sentence,simple,declarative,future_will|negation|modal|pronoun|adverb|verb|determiner|noun,0,col_1600,0,
sent_5359,UTJvBxhIaUI_sentence_388.wav,He proudly told me his achievement.,Anh ấy tự hào kể cho tôi nghe về thành tích của mình.,A2,sentence,simple,declarative,past_simple|pronoun|adverb|verb|determiner|noun|noun_phrase,0,col_200,0,
sent_5360,yzQdKLHuq4Y_sentence_289.wav,He publicly apologised for his comments.,Ông đã công khai xin lỗi về những phát ngôn của mình.,A2,sentence,simple,declarative,past_simple|pronoun|adverb|verb|preposition|noun|prepositional_phrase,0,col_613,0,
sent_5361,q0g5JAFFqPo_sentence_425.wav,He refused to release her arm.,Anh ta nhất quyết không buông tay cô ra.,A2,sentence,simple,declarative,past_simple|pronoun|verb|determiner|noun|verb_phrase,0,col_661,0,
sent_5362,Rge4X4FC1fc_sentence_070.wav,He repaired his watch by himself.,Anh ấy tự sửa đồng hồ của mình.,A2,sentence,simple,declarative,past_simple|pronoun|verb|noun|prepositional_phrase,0,col_2196,0,
sent_5363,yY0BaDXBSbk_sentence_966.wav,He runs as fast as you.,Anh ấy chạy nhanh như bạn.,A2,sentence,complex,declarative,present_simple|comparison|pronoun|verb|adjective|adverb,0,col_2478,0,
sent_5364,3LHgzqb9HRM_sentence_586.wav,He secretly showed me her picture.,Anh ấy lén cho tôi xem ảnh của cô ấy.,A1,sentence,simple,declarative,past_simple|pronoun|adverb|noun|determiner|noun_phrase|verb_phrase,0,col_140,0,
sent_5365,-xuEvpBrgTE_sentence_392.wav,He seemed disappointed at the results.,Anh ấy có vẻ thất vọng với kết quả.,A2,sentence,simple,declarative,past_simple|pronoun|verb|adjective|prepositional_phrase|preposition|noun,0,col_2020,0,
sent_5366,5sDjW_dZj08_sentence_066.wav,He seems anxious about the meeting.,Anh ấy có vẻ lo lắng về cuộc họp.,A2,sentence,simple,declarative,present_simple|pronoun|verb|adjective|prepositional_phrase,0,col_912,0,
sent_5367,FMZvsN1t13I_sentence_227.wav,He seems like a good person.,Anh ấy có vẻ là một người tốt.,A1,sentence,simple,declarative,present_simple|pronoun|verb|preposition|adjective|noun|noun_phrase|prepositional_phrase,0,col_2761,0,
sent_5368,lhfQCs4mfjU_sentence_251.wav,He seldom gets angry or irritated.,Anh ấy hiếm khi tức giận hay khó chịu.,A2,sentence,simple,declarative,present_simple|pronoun|adverb|adjective|conjunction,0,col_1876,0,
sent_5369,GUksrGBeln0_sentence_543.wav,He sent me a threatening letter.,Anh ta đã gửi cho tôi một lá thư đe dọa.,A2,sentence,simple,declarative,past_simple|pronoun|verb|determiner|adjective|noun|noun_phrase,0,col_1626,0,
sent_5370,90DzeyiIBCw_sentence_316.wav,He shaves four times a week.,Anh ấy cạo râu bốn lần một tuần.,A2,sentence,simple,declarative,present_simple|pronoun|verb|adverb_phrase,0,col_735,0,
sent_5371,SHZDlHAWvGM_sentence_696.wav,He shook his head in disapproval.,Ông lắc đầu tỏ vẻ không đồng tình.,A2,sentence,simple,declarative,past_simple|pronoun|verb|determiner|noun|preposition|prepositional_phrase,0,col_348,0,
sent_5372,5QFYjqDs43g_sentence_078.wav,He should have been more careful.,Lẽ ra anh ta nên cẩn thận hơn.,A1,sentence,simple,declarative,modal|pronoun|adjective|adverb|comparison|verb_phrase|adjective_phrase,0,col_2627,0,
sent_5373,q0g5JAFFqPo_sentence_002.wav,He showed a lack of judgment.,Anh ta thể hiện sự thiếu phán đoán.,A2,sentence,simple,declarative,past_simple|pronoun|verb|noun_phrase|preposition,0,col_505,0,
sent_5374,be6gMVMz48c_sentence_501.wav,He solved the problem with ease.,Anh ấy đã giải quyết vấn đề một cách dễ dàng.,A2,sentence,simple,declarative,past_simple|pronoun|verb|determiner|noun|preposition|noun_phrase|prepositional_phrase,0,col_1508,0,
sent_5375,GUksrGBeln0_sentence_210.wav,He spoke with a regional accent.,Anh ta nói giọng địa phương.,A2,sentence,simple,declarative,past_simple|pronoun|verb|preposition|adjective|noun|noun_phrase|prepositional_phrase,0,col_154,0,
sent_5376,nlFf2MKo-UE_sentence_566.wav,"He stood up, blocking her escape.","Anh ta đứng dậy, chặn đường thoát của cô.",A2,sentence,simple,declarative,past_simple|pronoun|verb|noun|verb_phrase,0,col_1763,0,
sent_5377,Wr1fGBgD97U_sentence_712.wav,He studied the proposal very thoroughly.,Ông ấy đã nghiên cứu bản đề xuất rất kỹ lưỡng.,A2,sentence,simple,declarative,past_simple|pronoun|verb|determiner|noun|adverb|noun_phrase|verb_phrase|adverb_phrase,0,col_865,0,
sent_5378,08jDwfm9LcA_sentence_904.wav,He threatened to make it public.,Ông ta đe dọa sẽ công khai chuyện này.,A2,sentence,simple,declarative,past_simple|pronoun|verb|adjective|verb_phrase,0,col_743,0,
sent_5379,YmyzmcWsbfY_sentence_167.wav,He told me a sad story.,Anh ấy kể cho tôi một câu chuyện buồn.,A1,sentence,simple,declarative,past_simple|pronoun|verb|determiner|adjective|noun|noun_phrase,0,col_2838,0,
sent_5380,dOKwbK4u5zo_sentence_869.wav,He touched me on the cheek.,Anh ấy chạm vào má tôi.,A1,sentence,simple,declarative,past_simple|pronoun|prepositional_phrase,0,col_1350,0,
sent_5381,RTQzXWhlRFM_sentence_206.wav,He translated the letter into English.,Ông ấy đã dịch bức thư sang tiếng Anh.,A2,sentence,simple,declarative,past_simple|pronoun|verb|determiner|noun|noun_phrase|preposition|prepositional_phrase,0,col_2581,0,
sent_5382,SHZDlHAWvGM_sentence_889.wav,He tried to analyze his feelings.,Anh ấy đã cố gắng phân tích cảm xúc của mình.,A2,sentence,simple,declarative,past_simple|pronoun|verb|noun|noun_phrase|verb_phrase,0,col_424,0,
sent_5383,H94_jEKPmt4_sentence_251.wav,He tried to gain her affection.,Anh ta cố gắng chiếm được tình cảm của cô ấy.,A2,sentence,simple,declarative,past_simple|pronoun|verb|noun|determiner|noun_phrase|verb_phrase,0,col_940,0,
sent_5384,td7W9lJknM0_sentence_569.wav,He tried to hide his anxiety.,Anh ta cố gắng che giấu sự lo lắng của mình.,A2,sentence,simple,declarative,past_simple|verb_phrase|noun_phrase,0,col_422,0,
sent_5385,eNFFf2rcKC8_sentence_032.wav,He ultimately agreed to the deal.,"Cuối cùng, ông ấy đã đồng ý với thỏa thuận.",A2,sentence,simple,declarative,past_simple|pronoun|adverb|verb|prepositional_phrase|determiner|noun,0,col_331,0,
sent_5386,E5MtNtVAgBE_sentence_274.wav,He violently kicked the garbage can.,Anh ta đá mạnh vào thùng rác.,A1,sentence,simple,declarative,past_simple|pronoun|adverb|verb|determiner|noun|noun_phrase,0,col_279,0,
sent_5387,0sq7LD45Kmg_sentence_094.wav,"He walked into the camp, unarmed.",Anh ta bước vào trại mà không mang theo vũ khí.,A2,sentence,simple,declarative,past_simple|pronoun|verb|prepositional_phrase|adjective,0,col_1125,0,
sent_5388,1cHYKOqk6_I_sentence_900.wav,He wants to become a chemist.,Cậu ấy muốn trở thành một nhà hóa học.,A1,sentence,simple,declarative,present_simple|pronoun|verb|noun|determiner|verb_phrase,0,col_1144,0,
sent_5389,q0g5JAFFqPo_sentence_465.wav,He was absent because of illness.,Ông ấy vắng mặt vì bị ốm.,A2,sentence,simple,declarative,past_simple|pronoun|verb|adjective|prepositional_phrase|noun|reason_result,0,col_1886,0,
sent_5390,rvjLZBOi-I8_sentence_379.wav,He was attacked by a dog.,Anh ấy bị một con chó tấn công.,A1,sentence,simple,declarative,past_simple|passive|pronoun|preposition,0,col_2003,0,
sent_5391,q0g5JAFFqPo_sentence_635.wav,He was blind in one eye.,Ông ấy bị mù một mắt.,A1,sentence,simple,declarative,past_simple|pronoun|verb|adjective|prepositional_phrase,0,col_1584,0,
sent_5392,IQMT42t0by0_sentence_536.wav,He was confined to his room.,Ông ta bị quản thúc tại gia trong phòng.,A2,sentence,simple,declarative,past_simple|passive|pronoun|prepositional_phrase|preposition|determiner|noun,0,col_448,0,
sent_5393,d2HRQKhrSs0_sentence_097.wav,He was excluded from the team.,Anh ta đã bị loại khỏi đội.,A2,sentence,simple,declarative,past_simple|passive|pronoun|verb|preposition|determiner|noun,0,col_1098,0,
sent_5394,90ycpyNEHgc_sentence_831.wav,He was injured in the accident.,Anh ấy bị thương trong vụ tai nạn.,A2,sentence,simple,declarative,past_simple|passive|pronoun|prepositional_phrase,0,col_1852,0,
sent_5395,mCWg98-YBsA_sentence_709.wav,He was irritated by her delay.,Anh ta bực mình vì sự chậm trễ của cô ấy.,A2,sentence,simple,declarative,past_simple|passive|pronoun|verb|prepositional_phrase,0,col_1876,0,
sent_5396,FMZvsN1t13I_sentence_378.wav,He was jealous of their happiness.,Anh ta ghen tị với hạnh phúc của họ.,A1,sentence,simple,declarative,past_simple|pronoun|adjective|preposition|noun,0,col_1887,0,
sent_5397,-qyZgVdUmgI_sentence_054.wav,He was killed in the war.,Ông ấy đã hy sinh trong chiến tranh.,A2,sentence,simple,declarative,past_simple|passive|pronoun|verb|preposition|determiner|noun,0,col_935,0,
sent_5398,90DzeyiIBCw_sentence_193.wav,He was wrongly accused of theft.,Anh ấy bị buộc tội trộm cắp oan.,A2,sentence,simple,declarative,past_simple|passive|pronoun|adverb|preposition|noun,0,col_231,0,
sent_5399,kG1FsEsNE90_sentence_233.wav,He whispered something in her ear.,Anh ta thì thầm điều gì đó vào tai cô.,A2,sentence,simple,declarative,past_simple|pronoun|verb|noun|preposition|determiner|prepositional_phrase,0,col_405,0,
sent_5400,kG1FsEsNE90_sentence_268.wav,He will be a good husband.,Anh ấy sẽ là một người chồng tốt.,A1,sentence,simple,declarative,future_will|pronoun|verb|noun_phrase,0,col_2386,0,
sent_5401,w9FIqvip19Y_sentence_826.wav,He will end up in prison.,Hắn ta sẽ phải vào tù.,A1,sentence,simple,declarative,future_will|pronoun|verb_phrase|prepositional_phrase,0,col_2031,0,
sent_5402,UTJvBxhIaUI_sentence_372.wav,He will go abroad in August.,Anh ấy sẽ đi nước ngoài vào tháng Tám.,A2,sentence,simple,declarative,future_will|pronoun|verb_phrase|adverb|prepositional_phrase|time_sequence,0,col_411,0,
sent_5403,flLkzTtdkNM_sentence_970.wav,He works for a non-profit organization.,Anh ấy làm việc cho một tổ chức phi lợi nhuận.,A2,sentence,simple,declarative,present_simple|pronoun|verb|preposition|determiner|adjective|noun|noun_phrase|prepositional_phrase,0,col_1953,0,
sent_5404,SHZDlHAWvGM_sentence_285.wav,He works in a military hospital.,Anh ấy làm việc tại một bệnh viện quân đội.,A2,sentence,simple,declarative,present_simple|pronoun|verb|preposition|determiner|adjective|noun|prepositional_phrase|noun_phrase,0,col_722,0,
sent_5405,DctCSmHYCWc_sentence_100.wav,He works in the automobile industry.,Anh ấy làm việc trong ngành công nghiệp ô tô.,A2,sentence,simple,declarative,present_simple|pronoun|verb|preposition|determiner|adjective|noun|prepositional_phrase|noun_phrase,0,col_1422,0,
sent_5406,eklfrJkH6xw_sentence_202.wav,He wrote the name in capitals.,Ông ấy viết tên bằng chữ in hoa.,A2,sentence,simple,declarative,past_simple|pronoun|verb|determiner|noun|preposition|noun_phrase|prepositional_phrase,0,col_2946,0,
sent_5407,rRE4l40V9rQ_sentence_481.wav,He'll finish the job by tomorrow.,Anh ấy sẽ hoàn thành công việc vào ngày mai.,A2,sentence,simple,declarative,future_will|verb_phrase|noun_phrase|prepositional_phrase,0,col_2779,0,
sent_5408,WLESs6d3ZBo_sentence_025.wav,He's a cheat and a liar.,Hắn ta là kẻ lừa đảo và dối trá.,A2,sentence,simple,declarative,present_simple|pronoun|verb|determiner|noun|conjunction|noun_phrase,0,col_1111,0,
sent_5409,iV9Hex2vIdg_sentence_296.wav,He's a former student of mine.,Anh ấy là học sinh cũ của tôi.,A2,sentence,simple,declarative,present_simple|pronoun|determiner|adjective|noun|preposition|noun_phrase,0,col_575,0,
sent_5410,rvjLZBOi-I8_sentence_651.wav,He's a giant compared to you.,So với cậu thì anh ta cao lớn hơn nhiều.,A2,sentence,simple,declarative,present_simple|comparison|pronoun|determiner|noun|preposition|noun_phrase|prepositional_phrase,0,col_562,0,
sent_5411,3LHgzqb9HRM_sentence_497.wav,He's looking for a leather belt.,Anh ấy đang tìm một chiếc thắt lưng da.,A2,sentence,simple,declarative,present_continuous|pronoun|verb|preposition|determiner|adjective|noun|noun_phrase,0,col_1360,0,
sent_5412,xqyaKzZX__4_sentence_264.wav,"He's rich, but he's not happy.","Anh ta giàu có, nhưng không hạnh phúc.",A1,sentence,compound,declarative,present_simple|conjunction|negation|pronoun|adjective|verb,0,col_1572,0,
sent_5413,9MLV1X74KFM_sentence_777.wav,He's still living with his parents.,Anh ấy vẫn đang sống cùng bố mẹ.,A1,sentence,simple,declarative,present_continuous|pronoun|adverb|verb|preposition|noun_phrase|prepositional_phrase,0,col_2778,0,
sent_5414,GUMaa1S8TAw_sentence_800.wav,He's still recovering from his operation.,Anh ấy vẫn đang trong quá trình hồi phục sau ca phẫu thuật.,A2,sentence,simple,declarative,present_continuous|pronoun|adverb|prepositional_phrase,0,col_1245,0,
sent_5415,E5MtNtVAgBE_sentence_258.wav,He's the chairman of the committee.,Ông ấy là chủ tịch ủy ban.,A1,sentence,simple,declarative,present_simple|pronoun|noun_phrase|prepositional_phrase,0,col_1690,0,
sent_5416,PdQfA-Fhcmk_sentence_125.wav,He's trying to get a job.,Anh ấy đang cố gắng tìm việc làm.,A1,sentence,simple,declarative,present_continuous|pronoun|verb_phrase|noun,0,col_2878,0,
sent_5417,73xazK1Llhw_sentence_031.wav,Health is our most precious possession.,Sức khỏe là tài sản quý giá nhất của chúng ta.,A2,sentence,simple,declarative,present_simple|noun|verb|adjective|determiner|comparison|noun_phrase|adjective_phrase,0,col_182,0,
sent_5418,wucc1NAphz4_sentence_728.wav,Her anxiety was apparent to everyone.,Nỗi lo lắng của cô ấy hiện rõ trước mắt mọi người.,A2,sentence,simple,declarative,past_simple|noun_phrase|adjective|prepositional_phrase,0,col_422,0,
sent_5419,q0g5JAFFqPo_sentence_083.wav,Her behavior is not quite adult.,Hành vi của cô bé chưa hoàn toàn giống người lớn.,A2,sentence,simple,declarative,present_simple|negation|noun_phrase|verb|adverb|adjective|determiner,0,col_2263,0,
sent_5420,EpbcSXHX_Mo_sentence_553.wav,Her disappointment was apparent to everyone.,Nỗi thất vọng của cô ấy hiện rõ trước mắt mọi người.,A2,sentence,simple,declarative,past_simple|noun_phrase|verb_phrase|adjective|prepositional_phrase|noun|verb|preposition|pronoun|determiner,0,col_1403,0,
sent_5421,5sDjW_dZj08_sentence_956.wav,Her favorite season is the winter.,Mùa yêu thích của cô ấy là mùa đông.,A2,sentence,simple,declarative,present_simple|noun|verb|adjective|determiner|noun_phrase,0,col_929,0,
sent_5422,IldNF_yojCw_sentence_145.wav,Her hobbies are reading and gardening.,Sở thích của cô ấy là đọc sách và làm vườn.,A2,sentence,simple,declarative,present_simple|noun|verb|determiner|conjunction|noun_phrase,0,col_1806,0,
sent_5423,dOKwbK4u5zo_sentence_416.wav,Her husband is in the army.,Chồng cô ấy đang phục vụ trong quân đội.,A2,sentence,simple,declarative,present_simple|noun_phrase|verb|prepositional_phrase,0,col_1756,0,
sent_5424,cQU8U99fZnQ_sentence_464.wav,Her job is restoring old paintings.,Công việc của cô ấy là phục chế những bức tranh cổ.,A2,sentence,simple,declarative,present_continuous|noun_phrase|adjective|pronoun,0,col_99,0,
sent_5425,6rHcPgYkDpE_sentence_444.wav,His actions contrast with his words.,Hành động của ông ta trái ngược với lời nói.,A2,sentence,simple,declarative,present_simple|noun|verb|preposition|determiner|noun_phrase|prepositional_phrase,0,col_371,0,
sent_5426,nn2VCV-u0-8_sentence_328.wav,His advice is always very sensible.,Lời khuyên của ông ấy luôn rất hợp lý.,A2,sentence,simple,declarative,present_simple|noun_phrase|adjective_phrase|adverb|pronoun|verb|adjective,0,col_144,0,
sent_5427,yY0BaDXBSbk_sentence_719.wav,His bicycle is in rusty condition.,Chiếc xe đạp của anh ấy đã bị gỉ sét.,A2,sentence,simple,declarative,present_simple|noun|verb|adjective|preposition|determiner|noun_phrase|prepositional_phrase,0,col_2382,0,
sent_5428,eklfrJkH6xw_sentence_765.wav,His books are not well known.,Sách của ông ấy không được nhiều người biết đến.,A2,sentence,simple,declarative,present_simple|negation|passive|noun_phrase|adjective_phrase|determiner|noun|verb|adverb|adjective,0,col_1607,0,
sent_5429,MYQ5iy3aRSo_sentence_485.wav,His clothes are out of fashion.,Quần áo của anh ấy đã lỗi mốt.,A2,sentence,simple,declarative,present_simple|noun_phrase|adjective_phrase|determiner|noun|verb,0,col_2521,0,
sent_5430,lhfQCs4mfjU_sentence_540.wav,His clothes were covered with dirt.,Quần áo của anh ta dính đầy bụi bẩn.,A2,sentence,simple,declarative,past_simple|passive|noun_phrase|prepositional_phrase|determiner|noun|verb|preposition,0,col_1512,0,
sent_5431,hhyViRq9AgI_sentence_790.wav,"His clothes were old, but clean.",Quần áo của ông ấy cũ nhưng sạch sẽ.,A2,sentence,compound,declarative,past_simple|adjective|conjunction|noun_phrase,0,col_2521,0,
sent_5432,qH5cnyKSL9w_sentence_261.wav,His daughter is growing up rapidly.,Con gái anh ấy đang lớn rất nhanh.,A2,sentence,simple,declarative,present_continuous|noun_phrase|determiner|noun|verb|adverb,0,col_2130,0,
sent_5433,td7W9lJknM0_sentence_917.wav,His death is a great loss.,Sự ra đi của ông ấy là một mất mát lớn.,A2,sentence,simple,declarative,present_simple|noun|verb|adjective|determiner|pronoun|noun_phrase,0,col_686,0,
sent_5434,GUksrGBeln0_sentence_969.wav,His disappointment was apparent to everyone.,Nỗi thất vọng của ông ấy hiện rõ trước mắt mọi người.,A2,sentence,simple,declarative,past_simple|noun|verb|adjective|preposition|pronoun|determiner|noun_phrase|prepositional_phrase,0,col_1027,0,
sent_5435,08jDwfm9LcA_sentence_065.wav,His eyebrows were thick and bushy.,Lông mày của anh ta rậm rạp và dày.,A2,sentence,simple,declarative,past_simple|noun_phrase|verb|adjective_phrase|adjective|conjunction,0,col_1330,0,
sent_5436,elCuqmWqd28_sentence_395.wav,His face was shiny with sweat.,Mặt anh ta lấp lánh mồ hôi.,A2,sentence,simple,declarative,past_simple|noun_phrase|adjective|prepositional_phrase|determiner|noun|verb|preposition,0,col_142,0,
sent_5437,d448ERf2gJk_sentence_217.wav,His injuries included many broken bones.,Anh ấy bị thương với nhiều vết gãy xương.,A2,sentence,simple,declarative,past_simple|noun|verb|adjective|determiner|noun_phrase,0,col_1012,0,
sent_5438,rvjLZBOi-I8_sentence_229.wav,His job application has been rejected.,Đơn xin việc của anh ấy đã bị từ chối.,A2,sentence,simple,declarative,present_perfect|passive|noun_phrase|determiner|verb,0,col_1997,0,
sent_5439,A9E8K6ffHD8_sentence_271.wav,His poems are difficult to understand.,Thơ của ông ấy khó hiểu.,A2,sentence,simple,declarative,present_simple|noun_phrase|determiner|noun|verb|adjective,0,col_631,0,
sent_5440,IldNF_yojCw_sentence_377.wav,His son is a construction worker.,Con trai ông ấy là một công nhân xây dựng.,A2,sentence,simple,declarative,present_simple|noun_phrase|determiner|noun|verb,0,col_2039,0,
sent_5441,hhyViRq9AgI_sentence_717.wav,His voice was shaky with emotion.,Giọng anh ấy run run vì xúc động.,A2,sentence,simple,declarative,past_simple|noun_phrase|adjective|prepositional_phrase,0,col_1504,0,
sent_5442,qH5cnyKSL9w_sentence_729.wav,His wife has a strong personality.,Vợ anh ấy có cá tính mạnh mẽ.,A2,sentence,simple,declarative,present_simple|noun_phrase|adjective|determiner|verb,0,col_641,0,
sent_5443,td7W9lJknM0_sentence_478.wav,His writing is impossible to read.,Văn phong của ông ta khó đọc đến mức không thể nào hiểu nổi.,A2,sentence,simple,declarative,present_simple|noun_phrase|determiner|noun|verb|adjective|verb_phrase,0,col_2522,0,
sent_5444,2cy7Bzp7F9U_sentence_374.wav,Hold on tightly to the railing.,Hãy bám chặt vào lan can.,A1,sentence,simple,imperative,present_simple|verb|adverb|preposition|determiner|noun|verb_phrase|prepositional_phrase,0,col_281,0,
sent_5445,RTQzXWhlRFM_sentence_907.wav,Hold the box with both hands.,Cầm hộp bằng cả hai tay.,A1,sentence,simple,imperative,present_simple|verb|noun_phrase|prepositional_phrase,0,col_2574,0,
sent_5446,lQuu1XM80ng_sentence_494.wav,How about a cup of tea?,Bạn muốn uống một tách trà không?,A1,sentence,simple,interrogative,question_form|prepositional_phrase|noun_phrase|preposition|noun|determiner,0,col_774,0,
sent_5447,DctCSmHYCWc_sentence_064.wav,How are you related to him?,Bạn có quan hệ họ hàng gì với anh ấy?,A1,sentence,simple,interrogative,question_form|present_simple|passive|pronoun|preposition|adverb,0,col_1623,0,
sent_5448,FBB4oj5xIIQ_sentence_1080.wav,How can you be so confident?,Sao bạn lại tự tin đến thế?,A1,sentence,simple,interrogative,modal|question_form|pronoun|verb|adverb|adjective|adjective_phrase,0,col_1222,0,
sent_5449,q0g5JAFFqPo_sentence_829.wav,How can you justify your behavior?,Bạn có thể biện minh cho hành vi của mình như thế nào?,A2,sentence,simple,interrogative,modal|question_form|pronoun|verb|determiner|noun,0,col_503,0,
sent_5450,fXyoyYdUOvc_sentence_169.wav,How could you be so cruel?,Sao bạn có thể tàn nhẫn đến vậy?,A1,sentence,simple,interrogative,modal|question_form|pronoun|verb|adverb|adjective,0,col_1157,0,
sent_5451,fXyoyYdUOvc_sentence_423.wav,How could you be so unkind?,Sao bạn có thể đối xử tàn nhẫn như vậy?,A1,sentence,simple,interrogative,modal|question_form|adjective|adverb|pronoun|verb,0,col_321,0,
sent_5452,2cy7Bzp7F9U_sentence_687.wav,How dare you call me fat?,Sao dám gọi tôi là béo?,A2,sentence,simple,exclamatory,modal|question_form|pronoun|verb|adjective,0,col_1879,0,
sent_5453,Sov_ub_y3VM_sentence_114.wav,How dare you speak like this?,Sao anh dám nói như vậy?,A1,sentence,simple,exclamatory,present_simple|modal|question_form|pronoun|verb|prepositional_phrase,0,col_2255,0,
sent_5454,RTQzXWhlRFM_sentence_934.wav,How did the traffic accident happen?,Tai nạn giao thông xảy ra như thế nào?,A1,sentence,simple,interrogative,past_simple|question_form|adverb|noun_phrase|verb,0,col_2732,0,
sent_5455,5QFYjqDs43g_sentence_776.wav,How did you handle the situation?,Bạn đã xử lý tình huống đó như thế nào?,A1,sentence,simple,interrogative,past_simple|question_form|pronoun|verb|determiner|noun|adverb,0,col_2653,0,
sent_5456,yY0BaDXBSbk_sentence_564.wav,How did you solve the problem?,Bạn đã giải quyết vấn đề như thế nào?,A1,sentence,simple,interrogative,past_simple|question_form|adverb|pronoun|verb|noun,0,col_2457,0,
sent_5457,yW9sxTNzvIQ_sentence_343.wav,How do you feel about it?,Bạn cảm thấy thế nào về điều đó?,A1,sentence,simple,interrogative,question_form|present_simple|preposition|pronoun,0,col_2914,0,
sent_5458,W0La8_Trics_sentence_550.wav,How do you interpret these sentences?,Bạn hiểu những câu này như thế nào?,A2,sentence,simple,interrogative,question_form|present_simple,0,col_581,0,
sent_5459,d2HRQKhrSs0_sentence_139.wav,How do you pronounce this word?,Bạn phát âm từ này như thế nào?,A2,sentence,simple,interrogative,question_form|present_simple|pronoun|verb|determiner|noun,0,col_1676,0,
sent_5460,xRFTtFcL6ZM_sentence_214.wav,How do you spell that word?,Bạn đánh vần từ đó như thế nào?,A1,sentence,simple,interrogative,question_form|present_simple|pronoun|verb|determiner|noun,0,col_1580,0,
sent_5461,EpbcSXHX_Mo_sentence_406.wav,How high is the Eiffel Tower?,Tháp Eiffel cao bao nhiêu?,A2,sentence,simple,interrogative,present_simple|question_form|adjective|verb|determiner|noun_phrase,0,col_858,0,
sent_5462,1Hk4z0OkyyM_sentence_344.wav,How long did you stay there?,Bạn đã ở đó bao lâu?,A1,sentence,simple,interrogative,past_simple|question_form|pronoun|verb|adverb|adverb_phrase,0,col_2871,0,
sent_5463,FBB4oj5xIIQ_sentence_205.wav,How long does the movie last?,Bộ phim dài bao lâu?,A1,sentence,simple,interrogative,present_simple|question_form|determiner|noun|verb,0,col_2871,0,
sent_5464,IldNF_yojCw_sentence_595.wav,How long is this visa valid?,Visa này có thời hạn bao lâu?,A2,sentence,simple,interrogative,present_simple|question_form|determiner|noun|verb|adjective|adverb,0,col_1308,0,
sent_5465,3LHgzqb9HRM_sentence_419.wav,How many cars do you possess?,Bạn sở hữu bao nhiêu chiếc xe?,A1,sentence,simple,interrogative,question_form|present_simple|determiner|noun|pronoun|verb,0,col_155,0,
sent_5466,FMZvsN1t13I_sentence_229.wav,How many clients do you have?,Bạn có bao nhiêu khách hàng?,A1,sentence,simple,interrogative,present_simple|question_form|noun|pronoun|verb|determiner,0,col_1524,0,
sent_5467,08jDwfm9LcA_sentence_614.wav,How many cookies did you eat?,Bạn đã ăn bao nhiêu cái bánh quy?,A1,sentence,simple,interrogative,past_simple|question_form|noun|verb|pronoun|determiner,0,col_1522,0,
sent_5468,EFN11jAjXEM_sentence_255.wav,How many guests did you invite?,Bạn đã mời bao nhiêu khách?,A1,sentence,simple,interrogative,past_simple|question_form|determiner|noun|pronoun|verb,0,col_2273,0,
