audio_file,subtitle
bET0qG-efMk_sentence_821.wav,Police arrested the suspect at 10 p.m.
bET0qG-efMk_sentence_824.wav,Pl Adapt.
bET0qG-efMk_sentence_836.wav,I used to have a motorcycle.
bET0qG-efMk_sentence_847.wav,This sofa can easily be converted into a very comfortable double bed for guests.
bET0qG-efMk_sentence_887.wav,Please shut the door.
bET0qG-efMk_sentence_897.wav,Interruption
bET0qG-efMk_sentence_900.wav,"I'm sorry for the interruption, but you have a phone call."
bET0qG-efMk_sentence_916.wav,The police accused him of murder.
be6gMVMz48c_sentence_006.wav,This storm caused a lot of damage.
be6gMVMz48c_sentence_021.wav,What's in your pocket?
be6gMVMz48c_sentence_025.wav,I have no money in my pocket.
be6gMVMz48c_sentence_031.wav,Chicken is my favorite food.
be6gMVMz48c_sentence_064.wav,everywhere.
be6gMVMz48c_sentence_068.wav,I've been looking for you everywhere.
be6gMVMz48c_sentence_070.wav,People came from everywhere.
be6gMVMz48c_sentence_076.wav,Choice.
be6gMVMz48c_sentence_079.wav,"I didn't want to say anything, but I had no choice."
be6gMVMz48c_sentence_080.wav,I had to do it because I had no choice.
be6gMVMz48c_sentence_081.wav,What choices do we have?
be6gMVMz48c_sentence_085.wav,I can't tell you exactly how long it will take.
be6gMVMz48c_sentence_086.wav,What exactly are you looking for?
be6gMVMz48c_sentence_097.wav,Chance.
be6gMVMz48c_sentence_108.wav,"She has a soft and clear voice, and"
be6gMVMz48c_sentence_109.wav,Pretend.
be6gMVMz48c_sentence_115.wav,You can't pretend it didn't happen.
be6gMVMz48c_sentence_120.wav,He is very different from his brother.
be6gMVMz48c_sentence_122.wav,"As a child, he was sent to six different schools."
be6gMVMz48c_sentence_130.wav,Van.
be6gMVMz48c_sentence_131.wav,I finished the work in less than an hour.
be6gMVMz48c_sentence_135.wav,He loves me more than you do.
be6gMVMz48c_sentence_137.wav,Noise.
be6gMVMz48c_sentence_138.wav,What's that noise?
be6gMVMz48c_sentence_152.wav,I will never forget your kindness.
be6gMVMz48c_sentence_154.wav,I forgot to turn off the T V before going to bed.
be6gMVMz48c_sentence_156.wav,Don't forget to charge your cell phone.
be6gMVMz48c_sentence_166.wav,She has been studying English for a few years.
be6gMVMz48c_sentence_167.wav,Would you please wait for a few minutes?
be6gMVMz48c_sentence_168.wav,You'd better stay in bed for a few days.
be6gMVMz48c_sentence_177.wav,Slow.
be6gMVMz48c_sentence_179.wav,Progress was slower than expected.
be6gMVMz48c_sentence_191.wav,This land belongs to my father.
be6gMVMz48c_sentence_201.wav,We only have two options.
be6gMVMz48c_sentence_210.wav,Jump.
be6gMVMz48c_sentence_226.wav,I will act on your advice.
be6gMVMz48c_sentence_227.wav,You're acting like a child.
be6gMVMz48c_sentence_228.wav,That was a very kind act.
be6gMVMz48c_sentence_239.wav,Orange.
be6gMVMz48c_sentence_242.wav,"I like orange, red, and blue."
be6gMVMz48c_sentence_250.wav,My father has just bought a new wallet.
be6gMVMz48c_sentence_258.wav,Difficult.
be6gMVMz48c_sentence_267.wav,Let's try a different approach to the problem.
be6gMVMz48c_sentence_269.wav,She approached me with a smile on her face.
be6gMVMz48c_sentence_273.wav,"Could you wait a moment, please?"
be6gMVMz48c_sentence_274.wav,I'm busy at the moment.
be6gMVMz48c_sentence_286.wav,Colleague
be6gMVMz48c_sentence_296.wav,Her birthday party will be held tomorrow evening.
be6gMVMz48c_sentence_297.wav,I often take a walk with my dog in the evening.
be6gMVMz48c_sentence_299.wav,His health is improving little by little.
be6gMVMz48c_sentence_307.wav,Their lifestyle is different from ours.
be6gMVMz48c_sentence_308.wav,That house is ours.
be6gMVMz48c_sentence_313.wav,The factory is operating at full capacity.
be6gMVMz48c_sentence_314.wav,What's your full name?
be6gMVMz48c_sentence_317.wav,Might.
be6gMVMz48c_sentence_320.wav,He said that he might come tomorrow.
be6gMVMz48c_sentence_323.wav,Is it legal?
be6gMVMz48c_sentence_329.wav,Ice cream.
be6gMVMz48c_sentence_330.wav,This ice cream tastes really good.
be6gMVMz48c_sentence_332.wav,My children love ice cream.
be6gMVMz48c_sentence_338.wav,She has many valuable books.
be6gMVMz48c_sentence_345.wav,He has no sense of shame.
be6gMVMz48c_sentence_349.wav,She was a perfect candidate for this position.
be6gMVMz48c_sentence_354.wav,etc.
be6gMVMz48c_sentence_361.wav,Do you know how to open this box?
be6gMVMz48c_sentence_364.wav,Basically.
be6gMVMz48c_sentence_365.wav,They are basically the same.
be6gMVMz48c_sentence_380.wav,The main function of a question mark is to indicate a question.
be6gMVMz48c_sentence_386.wav,Homework.
be6gMVMz48c_sentence_392.wav,"In the end, they got married."
be6gMVMz48c_sentence_394.wav,I need your answer by the end of the day.
be6gMVMz48c_sentence_405.wav,She pressed her lips together.
be6gMVMz48c_sentence_406.wav,Press the green button.
be6gMVMz48c_sentence_416.wav,I'm very sorry to keep you waiting.
be6gMVMz48c_sentence_426.wav,I have the same problems as you.
be6gMVMz48c_sentence_427.wav,Don't make the same mistake twice.
be6gMVMz48c_sentence_428.wav,We got there at the same time.
be6gMVMz48c_sentence_431.wav,Hate.
be6gMVMz48c_sentence_436.wav,"Frankly speaking, I hate him."
be6gMVMz48c_sentence_438.wav,Sick.
be6gMVMz48c_sentence_448.wav,"Your face is familiar, but I can't recall your name."
be6gMVMz48c_sentence_453.wav,Did you receive my letter?
be6gMVMz48c_sentence_454.wav,He received a lot of praise for what he did yesterday.
be6gMVMz48c_sentence_466.wav,P. M.
be6gMVMz48c_sentence_468.wav,What time is it? It's 8 p.m. now.
be6gMVMz48c_sentence_469.wav,The evening class starts at 6 p.m. and ends at 9.30 p.m.
be6gMVMz48c_sentence_477.wav,My father surprise.
be6gMVMz48c_sentence_486.wav,She sat down and crossed her legs.
be6gMVMz48c_sentence_488.wav,What happened to your leg?
be6gMVMz48c_sentence_498.wav,Ease.
be6gMVMz48c_sentence_501.wav,He solved the problem with ease.
be6gMVMz48c_sentence_507.wav,There's almost nothing in the fridge.
be6gMVMz48c_sentence_511.wav,It's almost time to go.
be6gMVMz48c_sentence_512.wav,Own.
be6gMVMz48c_sentence_516.wav,I own this store.
be6gMVMz48c_sentence_517.wav,I run my own business.
be6gMVMz48c_sentence_524.wav,You'd better lead the way.
be6gMVMz48c_sentence_526.wav,Serve.
be6gMVMz48c_sentence_532.wav,She served us a delicious lunch.
be6gMVMz48c_sentence_546.wav,I suppose that's impossible.
cQU8U99fZnQ_sentence_003.wav,Horse.
cQU8U99fZnQ_sentence_004.wav,Can I ride this horse for a while?
cQU8U99fZnQ_sentence_005.wav,He lost a lot of money on the horses.
cQU8U99fZnQ_sentence_025.wav,This service is temporarily unavailable.
cQU8U99fZnQ_sentence_041.wav,Elect.
cQU8U99fZnQ_sentence_044.wav,He has a good chance of being elected.
cQU8U99fZnQ_sentence_063.wav,I'm in real estate.
cQU8U99fZnQ_sentence_081.wav,Steep.
cQU8U99fZnQ_sentence_087.wav,"Watch your step, the stairs are very steep."
cQU8U99fZnQ_sentence_099.wav,He is an aggressive person.
cQU8U99fZnQ_sentence_103.wav,The children screamed in horror.
cQU8U99fZnQ_sentence_111.wav,Offensive.
cQU8U99fZnQ_sentence_115.wav,That's an offensive question.
cQU8U99fZnQ_sentence_124.wav,Blank.
cQU8U99fZnQ_sentence_139.wav,Sufficiently.
cQU8U99fZnQ_sentence_147.wav,Predict.
cQU8U99fZnQ_sentence_148.wav,Nobody could predict the outcome.
cQU8U99fZnQ_sentence_167.wav,Silence in court may be equivalent to confession.
cQU8U99fZnQ_sentence_182.wav,Whisper
cQU8U99fZnQ_sentence_187.wav,"I'll be right back, she whispered."
cQU8U99fZnQ_sentence_191.wav,What did she whisper to you?
cQU8U99fZnQ_sentence_192.wav,I heard whispers downstairs.
cQU8U99fZnQ_sentence_225.wav,Collapse.
cQU8U99fZnQ_sentence_235.wav,The church roof is in danger of collapse.
cQU8U99fZnQ_sentence_236.wav,decay.
cQU8U99fZnQ_sentence_244.wav,The dentist pulled out his decayed tooth.
cQU8U99fZnQ_sentence_254.wav,They are at my heels all the time.
cQU8U99fZnQ_sentence_267.wav,Aggressive.
cQU8U99fZnQ_sentence_280.wav,Are you trying to ruin my reputation?
cQU8U99fZnQ_sentence_282.wav,He has a good reputation and is totally trustworthy.
cQU8U99fZnQ_sentence_314.wav,Your inner beauty never needs makeup.
cQU8U99fZnQ_sentence_317.wav,On to
cQU8U99fZnQ_sentence_318.wav,Climb onto the roof.
cQU8U99fZnQ_sentence_319.wav,We got onto the plane.
cQU8U99fZnQ_sentence_331.wav,Make sure that the temperature is sufficiently cold.
cQU8U99fZnQ_sentence_339.wav,Sign your name in the blank space at the bottom of the form.
cQU8U99fZnQ_sentence_340.wav,Her mind went blank.
cQU8U99fZnQ_sentence_370.wav,He deserves a promotion.
cQU8U99fZnQ_sentence_376.wav,I wonder when this building was constructed.
cQU8U99fZnQ_sentence_388.wav,Tour.
cQU8U99fZnQ_sentence_390.wav,How much is the tour?
cQU8U99fZnQ_sentence_391.wav,Do you have one-day tours?
cQU8U99fZnQ_sentence_407.wav,Tightly.
cQU8U99fZnQ_sentence_411.wav,The luggage was secured tightly to the top of the car.
cQU8U99fZnQ_sentence_415.wav,November.
cQU8U99fZnQ_sentence_416.wav,He was born in November.
cQU8U99fZnQ_sentence_419.wav,I plan to go abroad in November.
cQU8U99fZnQ_sentence_452.wav,He seems to enjoy watching horror movies.
cQU8U99fZnQ_sentence_454.wav,Scene
cQU8U99fZnQ_sentence_461.wav,What a beautiful scene.
cQU8U99fZnQ_sentence_464.wav,Her job is restoring old paintings.
cQU8U99fZnQ_sentence_470.wav,Muck.
cQU8U99fZnQ_sentence_474.wav,I have a pain in my neck.
cQU8U99fZnQ_sentence_481.wav,He was the chief of the village.
cQU8U99fZnQ_sentence_504.wav,Football.
cQU8U99fZnQ_sentence_509.wav,He prefers football to volleyball.
cQU8U99fZnQ_sentence_512.wav,Proportion.
cQU8U99fZnQ_sentence_527.wav,He is qualified to be the leader.
cQU8U99fZnQ_sentence_537.wav,"If you prefer a room closer to the convention center, please contact us."
cQU8U99fZnQ_sentence_543.wav,Disapprove.
cQU8U99fZnQ_sentence_545.wav,I disapprove of what you say.
cQU8U99fZnQ_sentence_549.wav,Do you approve or disapprove of my project?
cQU8U99fZnQ_sentence_559.wav,Development.
cQU8U99fZnQ_sentence_562.wav,Development
cQU8U99fZnQ_sentence_565.wav,Use your free time for self-development.
cQU8U99fZnQ_sentence_566.wav,He contributed to the development to the city.
cQU8U99fZnQ_sentence_591.wav,Grave
cQU8U99fZnQ_sentence_629.wav,Mate.
cQU8U99fZnQ_sentence_649.wav,The key to success is hard work and determination.
cQU8U99fZnQ_sentence_651.wav,Historical
cQU8U99fZnQ_sentence_655.wav,What's your favorite historical movie?
cQU8U99fZnQ_sentence_658.wav,I spent all weekend reading a historical novel.
cQU8U99fZnQ_sentence_662.wav,"accident, but now he's fully restored."
cQU8U99fZnQ_sentence_720.wav,They have elected him chairman.
cQU8U99fZnQ_sentence_774.wav,He owns a large estate in New York.
cQU8U99fZnQ_sentence_784.wav,They're constructing a bridge over the river.
cQU8U99fZnQ_sentence_796.wav,Don't bother
cQU8U99fZnQ_sentence_797.wav,We went to the cemetery to visit my aunt's grave.
cQU8U99fZnQ_sentence_817.wav,He told deliberate lies.
cQU8U99fZnQ_sentence_827.wav,Make exercise a part of your daily routine.
cQU8U99fZnQ_sentence_882.wav,Equivalent
cQU8U99fZnQ_sentence_886.wav,Eight kilometers is roughly equivalent to five miles.
cQU8U99fZnQ_sentence_909.wav,Shaped.
cizzwQ1_EDM_sentence_040.wav,We must accept this inevitable fact.
cizzwQ1_EDM_sentence_057.wav,Rock.
cizzwQ1_EDM_sentence_072.wav,She was known under various names.
cizzwQ1_EDM_sentence_078.wav,Church.
cizzwQ1_EDM_sentence_086.wav,Confirm.
cizzwQ1_EDM_sentence_088.wav,Can you confirm that?
cizzwQ1_EDM_sentence_094.wav,He is trying to confirm his power.
cizzwQ1_EDM_sentence_107.wav,Don't ride your bicycle on the pavement. His bicycle is in rusty condition.
cizzwQ1_EDM_sentence_108.wav,"Bicycle, bike."
cizzwQ1_EDM_sentence_110.wav,I go to work by bicycle.
cizzwQ1_EDM_sentence_120.wav,She has a strong will.
cizzwQ1_EDM_sentence_139.wav,Engineer
cizzwQ1_EDM_sentence_165.wav,She helped her daughter get dressed.
cizzwQ1_EDM_sentence_180.wav,Do you know her? Sing.
cizzwQ1_EDM_sentence_209.wav,She cannot come because she's sick.
cizzwQ1_EDM_sentence_210.wav,He has been sick for a week.
cizzwQ1_EDM_sentence_211.wav,I'm sick of hearing it.
cizzwQ1_EDM_sentence_221.wav,I need to work out more regularly.
cizzwQ1_EDM_sentence_222.wav,I go there quite regularly.
cizzwQ1_EDM_sentence_227.wav,I play tennis an hour a day.
cizzwQ1_EDM_sentence_229.wav,She quiet.
cizzwQ1_EDM_sentence_235.wav,Why is it so quiet here?
cizzwQ1_EDM_sentence_254.wav,She's trying to save their marriage.
cizzwQ1_EDM_sentence_261.wav,Save me some ice cream.
cizzwQ1_EDM_sentence_269.wav,It seems that you don't understand the question.
cizzwQ1_EDM_sentence_282.wav,"You're joking, right?"
cizzwQ1_EDM_sentence_283.wav,General
cizzwQ1_EDM_sentence_306.wav,I agree with you to some extent.
cizzwQ1_EDM_sentence_307.wav,I like some more coffee.
cizzwQ1_EDM_sentence_309.wav,I will show you some pictures.
cizzwQ1_EDM_sentence_319.wav,It's just my personal opinion.
cizzwQ1_EDM_sentence_337.wav,I was born and raised in Vietnam.
cizzwQ1_EDM_sentence_345.wav,Offer.
cizzwQ1_EDM_sentence_348.wav,I'd like to offer you a job.
cizzwQ1_EDM_sentence_349.wav,Offer
cizzwQ1_EDM_sentence_354.wav,He accepted our offer.
cizzwQ1_EDM_sentence_360.wav,I can't read your writing.
cizzwQ1_EDM_sentence_362.wav,I'm trying to read the map.
cizzwQ1_EDM_sentence_414.wav,Greatest motivating factor in my life.
cizzwQ1_EDM_sentence_417.wav,Attention.
cizzwQ1_EDM_sentence_453.wav,Smoking can seriously damage your health.
cizzwQ1_EDM_sentence_479.wav,She gently rocked the baby to sleep.
cizzwQ1_EDM_sentence_482.wav,My father is a police officer.
cizzwQ1_EDM_sentence_490.wav,Things got incredibly complicated.
cizzwQ1_EDM_sentence_509.wav,I think it's time for me to retire.
cizzwQ1_EDM_sentence_519.wav,Who is the owner of this property?
cizzwQ1_EDM_sentence_525.wav,"Keep out, this is private property."
cizzwQ1_EDM_sentence_526.wav,Who is the owner health?
cizzwQ1_EDM_sentence_527.wav,Fast food is not good for your health.
cizzwQ1_EDM_sentence_591.wav,Well pleased.
cizzwQ1_EDM_sentence_599.wav,Lake.
cizzwQ1_EDM_sentence_601.wav,This is the most beautiful lake that I have ever seen.
cizzwQ1_EDM_sentence_605.wav,We finally arrived at the lake.
cizzwQ1_EDM_sentence_612.wav,I didn't see the stop sign.
cizzwQ1_EDM_sentence_617.wav,Sunday.
cizzwQ1_EDM_sentence_618.wav,Today is Sunday.
cizzwQ1_EDM_sentence_619.wav,It has been raining since Sunday.
cizzwQ1_EDM_sentence_620.wav,What do you do on Sunday?
cizzwQ1_EDM_sentence_621.wav,Today own.
cizzwQ1_EDM_sentence_627.wav,Everyone has their own problems.
cizzwQ1_EDM_sentence_663.wav,I can feel the heat of the sun on my back.
cizzwQ1_EDM_sentence_683.wav,Don't take it seriously.
cizzwQ1_EDM_sentence_687.wav,I'm seriously thinking about deleting my Facebook account.
cizzwQ1_EDM_sentence_689.wav,In
cizzwQ1_EDM_sentence_692.wav,Can you pay me in advance?
cizzwQ1_EDM_sentence_697.wav,Probably.
cizzwQ1_EDM_sentence_708.wav,We have a small vegetable garden.
cizzwQ1_EDM_sentence_710.wav,What's your favorite vegetable?
cizzwQ1_EDM_sentence_719.wav,"Sit down, please."
cizzwQ1_EDM_sentence_720.wav,Bye. He'll finish the job by tomorrow.
cizzwQ1_EDM_sentence_722.wav,Did he come by bus or by train?
cizzwQ1_EDM_sentence_723.wav,He'll finish the job by tomorrow.
cizzwQ1_EDM_sentence_726.wav,Mary is respected by everyone.
cizzwQ1_EDM_sentence_738.wav,Alive
cizzwQ1_EDM_sentence_743.wav,Is your grandmother still alive?
cizzwQ1_EDM_sentence_764.wav,Some people go to church every Sunday.
cizzwQ1_EDM_sentence_768.wav,Officer
cizzwQ1_EDM_sentence_771.wav,He is an army officer.
cizzwQ1_EDM_sentence_773.wav,Will.
cizzwQ1_EDM_sentence_775.wav,Who will take care of the baby?
cizzwQ1_EDM_sentence_787.wav,My father will retire next year.
cizzwQ1_EDM_sentence_796.wav,I'm pleased to meet you all.
cizzwQ1_EDM_sentence_807.wav,Headaches could be a sign of stress.
cizzwQ1_EDM_sentence_811.wav,Let's share the expenses.
cizzwQ1_EDM_sentence_824.wav,Make yourself at home.
cizzwQ1_EDM_sentence_829.wav,This sentence doesn't make sense.
cizzwQ1_EDM_sentence_831.wav,Tendency
cizzwQ1_EDM_sentence_853.wav,Century
cizzwQ1_EDM_sentence_859.wav,A century ago most people walked to work.
cizzwQ1_EDM_sentence_869.wav,He is crazy.
cizzwQ1_EDM_sentence_880.wav,That noise is driving me crazy.
cizzwQ1_EDM_sentence_885.wav,I assume you know why I'm here.
cizzwQ1_EDM_sentence_889.wav,I assume you've read my report.
cizzwQ1_EDM_sentence_891.wav,Hospital
cizzwQ1_EDM_sentence_901.wav,I met him by chance.
cizzwQ1_EDM_sentence_902.wav,I gave her a chance to answer.
cizzwQ1_EDM_sentence_916.wav,The moon emerged from behind the cloud.
cizzwQ1_EDM_sentence_918.wav,Would you like some orange juice?
cizzwQ1_EDM_sentence_919.wav,There is an orange on the table.
cizzwQ1_EDM_sentence_935.wav,First we need to identify actual and potential problems.
cizzwQ1_EDM_sentence_936.wav,Potential
cizzwQ1_EDM_sentence_996.wav,I'm going out for a while.
cuyLLQWtT9s_sentence_016.wav,Don't interrupt me while I'm talking.
cuyLLQWtT9s_sentence_033.wav,Damage.
cuyLLQWtT9s_sentence_083.wav,That was a rude expression.
cuyLLQWtT9s_sentence_084.wav,I was confused by the expression on her face.
cuyLLQWtT9s_sentence_105.wav,My job involves a lot of traveling.
cuyLLQWtT9s_sentence_131.wav,Press.
d2HRQKhrSs0_sentence_040.wav,It is a dangerous aggressive dog.
d2HRQKhrSs0_sentence_062.wav,The bills keep piling up.
d2HRQKhrSs0_sentence_096.wav,Exclude.
d2HRQKhrSs0_sentence_097.wav,He was excluded from the team.
d2HRQKhrSs0_sentence_109.wav,He gave a hollow laugh.
d2HRQKhrSs0_sentence_137.wav,Pronounce.
d2HRQKhrSs0_sentence_139.wav,How do you pronounce this word?
d2HRQKhrSs0_sentence_142.wav,Very few people can pronounce my name correctly.
d2HRQKhrSs0_sentence_147.wav,This word is difficult to pronounce.
d2HRQKhrSs0_sentence_153.wav,There's nothing out of the ordinary.
d2HRQKhrSs0_sentence_186.wav,These cookies are star-shaped.
d2HRQKhrSs0_sentence_187.wav,It's an L-shaped room.
d2HRQKhrSs0_sentence_220.wav,Why are you so pale today?
d2HRQKhrSs0_sentence_233.wav,Failure will never overtake me if my determination to succeed is strong enough.
d2HRQKhrSs0_sentence_249.wav,I could sense the tense atmosphere in the room.
d2HRQKhrSs0_sentence_303.wav,December
d2HRQKhrSs0_sentence_304.wav,December is the last month of the year.
d2HRQKhrSs0_sentence_305.wav,He was born in December.
d2HRQKhrSs0_sentence_306.wav,She died on a cold night in December.
d2HRQKhrSs0_sentence_307.wav,Sync.
d2HRQKhrSs0_sentence_313.wav,The ship is sinking.
d2HRQKhrSs0_sentence_338.wav,Laboratory. Lab.
d2HRQKhrSs0_sentence_344.wav,There was an explosion in the lab.
d2HRQKhrSs0_sentence_345.wav,Sweat.
d2HRQKhrSs0_sentence_346.wav,She wiped the sweat from her face.
d2HRQKhrSs0_sentence_355.wav,Don't sweat the small stuff.
d2HRQKhrSs0_sentence_367.wav,There's a part.
d2HRQKhrSs0_sentence_368.wav,He lives apart from his family.
d2HRQKhrSs0_sentence_383.wav,fan.
d2HRQKhrSs0_sentence_389.wav,Hundreds of fans are waiting for the singer.
d2HRQKhrSs0_sentence_390.wav,"It was hot, so I turned on the fan."
d2HRQKhrSs0_sentence_401.wav,They set up a fund to support the victims.
d2HRQKhrSs0_sentence_446.wav,Unfriendly.
d2HRQKhrSs0_sentence_447.wav,They were very unfriendly to me.
d2HRQKhrSs0_sentence_450.wav,He had an unfriendly attitude.
d2HRQKhrSs0_sentence_452.wav,My father is a taxi driver.
d2HRQKhrSs0_sentence_454.wav,Could you please call me a taxi?
d2HRQKhrSs0_sentence_455.wav,April.
d2HRQKhrSs0_sentence_456.wav,She was born in April.
d2HRQKhrSs0_sentence_457.wav,I'm looking for typical.
d2HRQKhrSs0_sentence_488.wav,He interpreted my silence as consent.
d2HRQKhrSs0_sentence_530.wav,You are digging your own grave.
d2HRQKhrSs0_sentence_588.wav,She seems really annoyed.
d2HRQKhrSs0_sentence_611.wav,The two t affection.
d2HRQKhrSs0_sentence_613.wav,He has a deep affection for her.
d2HRQKhrSs0_sentence_649.wav,Don't exclude your little sister from the party.
d2HRQKhrSs0_sentence_655.wav,The prices on the menu exclude tax.
d2HRQKhrSs0_sentence_671.wav,Columbus discovered America in 1492.
d2HRQKhrSs0_sentence_695.wav,"He was badly injured in the accident, but now he's fully restored."
d2HRQKhrSs0_sentence_718.wav,There is a friendly atmosphere in the office.
d2HRQKhrSs0_sentence_766.wav,Ordinary.
d2HRQKhrSs0_sentence_777.wav,I have a great affection for Paris.
d2HRQKhrSs0_sentence_799.wav,He works in a laboratory.
d2HRQKhrSs0_sentence_805.wav,The new drug will be tested in this laboratory.
d2HRQKhrSs0_sentence_834.wav,I'm not qualified to do that.
d2HRQKhrSs0_sentence_849.wav,We discovered that our luggage had been stolen.
d2HRQKhrSs0_sentence_856.wav,You get paid in proportion to the amount of work you do.
d2HRQKhrSs0_sentence_857.wav,The garage is not in proportion to the house.
d2HRQKhrSs0_sentence_904.wav,Gradual
d2HRQKhrSs0_sentence_908.wav,We noticed a gradual change in temperature.
d2HRQKhrSs0_sentence_911.wav,Excellence is the gradual result of always striving to do better.
d2HRQKhrSs0_sentence_913.wav,This tea is too sweet.
d448ERf2gJk_sentence_022.wav,Doctor.
d448ERf2gJk_sentence_028.wav,He plays drums very well.
d448ERf2gJk_sentence_069.wav,Loan.
d448ERf2gJk_sentence_111.wav,It's characteristic of him to behave like that.
d448ERf2gJk_sentence_129.wav,Comedy
d448ERf2gJk_sentence_132.wav,Comedy and animation are my favorite types of film.
d448ERf2gJk_sentence_145.wav,My head is spinning.
d448ERf2gJk_sentence_156.wav,Theatre
d448ERf2gJk_sentence_158.wav,There is a parking lot behind the theater.
d448ERf2gJk_sentence_160.wav,Theater
d448ERf2gJk_sentence_170.wav,She is always very neatly dressed.
d448ERf2gJk_sentence_177.wav,My primary concern is your safety.
d448ERf2gJk_sentence_181.wav,Bury She buried the box in the back garden.
d448ERf2gJk_sentence_184.wav,Barry.
d448ERf2gJk_sentence_185.wav,She buried the box in the back garden.
d448ERf2gJk_sentence_187.wav,He was buried two days after he died.
d448ERf2gJk_sentence_188.wav,I found my car keys buried under a pile of paper in my office. She buried the box in the back garden.
d448ERf2gJk_sentence_190.wav,He was buried two days after he died. I found my car keys buried under a pile of paper in my office.
d448ERf2gJk_sentence_191.wav,Dust.
d448ERf2gJk_sentence_196.wav,The floor was covered with dust.
d448ERf2gJk_sentence_198.wav,He dusted the furniture.
d448ERf2gJk_sentence_202.wav,combination.
d448ERf2gJk_sentence_203.wav,This color combination is stunningly effective.
d448ERf2gJk_sentence_205.wav,Combination
d448ERf2gJk_sentence_210.wav,Bone
d448ERf2gJk_sentence_213.wav,Phone.
d448ERf2gJk_sentence_214.wav,The child was so thin that you could see his bones.
d448ERf2gJk_sentence_217.wav,His injuries included many broken bones.
d448ERf2gJk_sentence_218.wav,Informal.
d448ERf2gJk_sentence_220.wav,They got an informal warning.
d448ERf2gJk_sentence_230.wav,Life is full of mysteries.
d448ERf2gJk_sentence_232.wav,Mystery
d448ERf2gJk_sentence_236.wav,His identity remains a mystery.
d448ERf2gJk_sentence_248.wav,Flash.
d448ERf2gJk_sentence_257.wav,Please fasten your seat belt.
d448ERf2gJk_sentence_259.wav,Fasten.
d448ERf2gJk_sentence_261.wav,She showed the passengers how to fasten their seat belts.
d448ERf2gJk_sentence_264.wav,Reaction
d448ERf2gJk_sentence_266.wav,I wonder what her reaction will be.
d448ERf2gJk_sentence_267.wav,Reaction.
d448ERf2gJk_sentence_270.wav,What was his reaction to the news?
d448ERf2gJk_sentence_281.wav,What's your role in the team?
d448ERf2gJk_sentence_304.wav,V.
d448ERf2gJk_sentence_307.wav,How much is the annual membership fee?
d448ERf2gJk_sentence_308.wav,Fee.
d448ERf2gJk_sentence_319.wav,I don't have much faith in his ability.
d448ERf2gJk_sentence_325.wav,The bank loaned her$500.
d448ERf2gJk_sentence_336.wav,A green color is characteristic of that type of apple.
d448ERf2gJk_sentence_368.wav,Relate.
d448ERf2gJk_sentence_380.wav,A company.
d448ERf2gJk_sentence_395.wav,Thorough.
d448ERf2gJk_sentence_401.wav,A thorough investigation is now in progress.
d448ERf2gJk_sentence_422.wav,Breathe.
d448ERf2gJk_sentence_423.wav,She was breathing deeply.
d448ERf2gJk_sentence_429.wav,At least I'm still breathing. She was breathing deeply.
d448ERf2gJk_sentence_431.wav,At least I'm still breathing.
d448ERf2gJk_sentence_439.wav,We live in southern Vietnam.
d448ERf2gJk_sentence_440.wav,Genuinely.
d448ERf2gJk_sentence_474.wav,It's a comedy movie.
d448ERf2gJk_sentence_486.wav,Don't talk rubbish.
d448ERf2gJk_sentence_505.wav,Characteristic.
d448ERf2gJk_sentence_559.wav,"The harder the battle, the sweeter the victory."
d448ERf2gJk_sentence_562.wav,What a wonderful victory.
d448ERf2gJk_sentence_567.wav,Knitting
d448ERf2gJk_sentence_573.wav,She is busy with her knitting.
d448ERf2gJk_sentence_574.wav,I learned knitting from my mom.
d448ERf2gJk_sentence_598.wav,Let's take a rest in the shade.
d448ERf2gJk_sentence_601.wav,We sat in the shade of a big tree.
d448ERf2gJk_sentence_604.wav,Thank you for your kind assistance.
d448ERf2gJk_sentence_605.wav,I would appreciate any assistance you could offer.
d448ERf2gJk_sentence_606.wav,Assistance
d448ERf2gJk_sentence_626.wav,What led you to this conclusion?
d448ERf2gJk_sentence_639.wav,Neatly.
d448ERf2gJk_sentence_642.wav,Witness
d448ERf2gJk_sentence_661.wav,Spin.
d448ERf2gJk_sentence_677.wav,I have never experienced such rude treatment.
d448ERf2gJk_sentence_690.wav,Period.
d448ERf2gJk_sentence_692.wav,Ten years is really a long period of time.
d448ERf2gJk_sentence_704.wav,Cooker.
d448ERf2gJk_sentence_705.wav,There is a cooker in the kitchen.
d448ERf2gJk_sentence_711.wav,My mom bought a new electric cooker.
d448ERf2gJk_sentence_728.wav,Tension.
d448ERf2gJk_sentence_736.wav,Rural
d448ERf2gJk_sentence_738.wav,This area is still very rural.
d448ERf2gJk_sentence_747.wav,Abandoned.
d448ERf2gJk_sentence_756.wav,Planet.
d448ERf2gJk_sentence_772.wav,What's the exchange rate?
d448ERf2gJk_sentence_779.wav,Strict.
d448ERf2gJk_sentence_781.wav,You have to go on a strict diet to lose weight.
d448ERf2gJk_sentence_787.wav,Ideally.
d448ERf2gJk_sentence_808.wav,Let's meet in front of the theater.
d448ERf2gJk_sentence_810.wav,Are there any movie theaters near here?
d448ERf2gJk_sentence_819.wav,Make sure that you are a good role model for your child.
d448ERf2gJk_sentence_831.wav,I came to the conclusion that I had been deceived.
d448ERf2gJk_sentence_840.wav,We need to dust the desk.
