source_audio_path,en_source_text,vi_translation,cefr_level
YOu7_dnpQb0_sentence_141.wav,Yellow.,Vàng.,A2
YOu7_dnpQb0_sentence_146.wav,Round.,Tròn.,A2
YOu7_dnpQb0_sentence_149.wav,The earth is round.,Trái đất hình tròn.,A2
YOu7_dnpQb0_sentence_155.wav,She has a round face.,Cô ấy có khuôn mặt tròn.,A2
YOu7_dnpQb0_sentence_166.wav,Would you like some more beef?,Anh muốn thêm thịt bò không?,A1
YOu7_dnpQb0_sentence_172.wav,List.,Danh sách.,A2
YOu7_dnpQb0_sentence_173.wav,Is your name on the list?,Tên anh có trong danh sách không?,A1
YOu7_dnpQb0_sentence_196.wav,She advised him to read more books.,Bà khuyên anh nên đọc thêm sách.,A1
YOu7_dnpQb0_sentence_197.wav,Nobody.,Không ai cả.,A1
YOu7_dnpQb0_sentence_199.wav,Nobody wants you to do that.,Không ai muốn anh làm thế.,A1
YOu7_dnpQb0_sentence_200.wav,Nobody tells me about it.,Không ai nói với tôi về nó.,A1
YOu7_dnpQb0_sentence_204.wav,Temporary.,Tạm thời.,A2
YOu7_dnpQb0_sentence_216.wav,Is that dog male or female?,Con chó đó là đực hay cái?,A2
YOu7_dnpQb0_sentence_217.wav,Do you prefer a male or female doctor?,Bạn thích bác sĩ nam hay nữ?,A2
YOu7_dnpQb0_sentence_224.wav,His income is double hers.,Thu nhập của hắn gấp đôi của cô ta.,A2
YOu7_dnpQb0_sentence_227.wav,Income.,Thu nhập.,A2
YOu7_dnpQb0_sentence_235.wav,Do you know why she's so angry?,Anh có biết tại sao cô ấy giận dữ không?,A1
YOu7_dnpQb0_sentence_248.wav,Involve.,Mời tham gia.,A1
YOu7_dnpQb0_sentence_266.wav,I did a lot of research before buying this house.,Tôi đã tìm hiểu rất nhiều trước khi mua căn nhà này.,A2
YOu7_dnpQb0_sentence_278.wav,System,Hệ thốngName,A1
YOu7_dnpQb0_sentence_284.wav,His job requires him to travel frequently.,Công việc của anh ta đòi hỏi anh ta phải đi lại thường xuyên.,A2
YOu7_dnpQb0_sentence_302.wav,Name,Tên,A1
YOu7_dnpQb0_sentence_305.wav,What's your name?,Tên cô là gì?,A1
YOu7_dnpQb0_sentence_306.wav,Please write your full name and address below.,Xin hãy ghi đầy đủ họ tên và địa chỉ của bạn dưới đây.,A2
YOu7_dnpQb0_sentence_309.wav,contract.,"Bạn có thể nói, "" Tôi không muốn làm phiền anh.",A1
YOu7_dnpQb0_sentence_310.wav,This is my very first contract.,Đây là hợp đồng đầu tiên của tôi.,A1
YOu7_dnpQb0_sentence_311.wav,You should look over the contract before you sign it.,Anh nên xem lại hợp đồng trước khi ký nó.,A2
YOu7_dnpQb0_sentence_312.wav,Have you already signed the contract?,Anh đã ký hợp đồng chưa?,A1
YOu7_dnpQb0_sentence_313.wav,Contract.,Hợp đồng.,A1
YOu7_dnpQb0_sentence_320.wav,Season,Mùa,A2
YOu7_dnpQb0_sentence_321.wav,Spring is my favorite season.,Mùa xuân là mùa yêu thích của tôi.,A1
YOu7_dnpQb0_sentence_322.wav,Strawberries are in season.,Dâu tây đang trong mùa.,A2
YOu7_dnpQb0_sentence_327.wav,It's the tourist season now.,Giờ là mùa du lịch rồi.,A2
YOu7_dnpQb0_sentence_351.wav,Well,Vâng,A1
YOu7_dnpQb0_sentence_354.wav,I slept very well last night.,Tối qua tôi ngủ ngon lắm.,A1
YOu7_dnpQb0_sentence_360.wav,She gave him money as well as food.,Cô ấy cho anh ta tiền và thức ăn.,A2
YmyzmcWsbfY_sentence_012.wav,We're here to assist you.,Chúng tôi ở đây để hỗ trợ các anh.,A2
YmyzmcWsbfY_sentence_016.wav,The road is too narrow for cars.,Đường quá hẹp cho xe cộ.,A2
YmyzmcWsbfY_sentence_040.wav,Oil floats on water.,Dầu nổi trên mặt nước.,A2
YmyzmcWsbfY_sentence_067.wav,"First come, first served.","Đến trước, phục vụ trước.",A2
YmyzmcWsbfY_sentence_070.wav,Don't mess up the system.,Đừng làm rối tung hệ thống.,A1
YmyzmcWsbfY_sentence_073.wav,I know how the system works.,Tôi biết hệ thống này hoạt động như thế nào.,A1
YmyzmcWsbfY_sentence_075.wav,My wife runs a restaurant in Ho Chi Minh City.,Vợ tôi điều hành một nhà hàng ở thành phố Hồ Chí Minh.,A2
YmyzmcWsbfY_sentence_077.wav,I'll see you at the restaurant.,Gặp lại anh ở nhà hàng.,A1
YmyzmcWsbfY_sentence_082.wav,We shouldn't argue in front of the children.,Chúng ta không nên tranh cãi trước mặt bọn trẻ.,A2
YmyzmcWsbfY_sentence_086.wav,I forgot to lock the front door.,Tôi quên khoá cửa trước.,A1
YmyzmcWsbfY_sentence_087.wav,There is a bus stop in front of my house.,Có một trạm xe buýt trước nhà tôi.,A1
YmyzmcWsbfY_sentence_100.wav,Very,Rất,A1
YmyzmcWsbfY_sentence_101.wav,She is very beautiful.,Cô ấy rất đẹp.,A1
YmyzmcWsbfY_sentence_103.wav,It was very cold yesterday.,Hôm qua trời rất lạnh.,A1
YmyzmcWsbfY_sentence_122.wav,It's all over.,Tất cả đã kết thúc rồi.,A1
YmyzmcWsbfY_sentence_126.wav,What is over there?,Có gì ở đó?,A1
YmyzmcWsbfY_sentence_129.wav,"He was sick but still walked to school. I liked that movie, but he didn't. He was sick but still walked to school.",Anh ấy ốm nhưng vẫn đi bộ đến trường. nhưng anh ấy thì không. anh ấy ốm nhưng vẫn đi bộ đến trường.,A2
YmyzmcWsbfY_sentence_130.wav,"I liked that movie, but he didn't.","Tôi thích bộ phim đó, nhưng anh ta thì không.",A2
YmyzmcWsbfY_sentence_138.wav,"Brief. Just take a brief note. Whatever advice you give, be brief.","Ngắn gọn. Hãy ghi chú ngắn gọn. Bất kể lời khuyên nào, hãy ngắn gọn.",A2
YmyzmcWsbfY_sentence_156.wav,The wind is blowing from the east.,Gió thổi từ phía đông.,A2
YmyzmcWsbfY_sentence_167.wav,He told me a sad story.,Ông ấy kể cho tôi một câu chuyện buồn.,A1
YmyzmcWsbfY_sentence_176.wav,It's very hot here in the summer.,Ở đây rất nóng vào mùa hè.,A2
YmyzmcWsbfY_sentence_178.wav,What are your plans for this summer?,Kế hoạch của anh cho mùa hè này là gì?,A1
YmyzmcWsbfY_sentence_183.wav,Both his brother and sister are married.,Cả anh trai và em gái của anh đều đã kết hôn.,A2
YmyzmcWsbfY_sentence_205.wav,Personally.,Cá nhân.,A2
YmyzmcWsbfY_sentence_220.wav,He was involved in a traffic accident.,Anh ta dính vào một vụ tai nạn giao thông.,A2
YmyzmcWsbfY_sentence_251.wav,Her husband is having an affair with his secretary.,Chồng cô ta đang ngoại tình với thư ký của mình.,A2
YmyzmcWsbfY_sentence_275.wav,I'll send you a progress report.,Tôi sẽ gửi cho anh báo cáo tiến độ.,A2
YmyzmcWsbfY_sentence_282.wav,I refuse to answer this question.,Tôi từ chối trả lời câu hỏi này.,A1
YmyzmcWsbfY_sentence_293.wav,She tried to persuade him to go with her.,Cô ấy cố thuyết phục anh ta đi cùng.,A2
YmyzmcWsbfY_sentence_299.wav,She was the boss of a large international company.,Bà là chủ của một công ty quốc tế lớn.,A2
YmyzmcWsbfY_sentence_302.wav,I think it's time for me to talk to the boss about this problem.,Tôi nghĩ đã đến lúc tôi phải nói chuyện với sếp về vấn đề này.,A2
YmyzmcWsbfY_sentence_308.wav,Hat.,Mũ.,A2
YmyzmcWsbfY_sentence_309.wav,Put your hat on.,Đội nón vô đi.,A1
YmyzmcWsbfY_sentence_310.wav,Please hang your hat on the hook.,Xin hãy treo nón của anh lên móc.,A1
YmyzmcWsbfY_sentence_322.wav,This idea is totally new to me.,Ý tưởng này hoàn toàn mới với tôi.,A1
YmyzmcWsbfY_sentence_348.wav,Return.,Quay lại.,A1
YmyzmcWsbfY_sentence_354.wav,I like to return the car.,Tôi muốn trả lại xe.,A1
YmyzmcWsbfY_sentence_361.wav,She helped the old man across the street.,Cô ấy giúp ông già bên kia đường.,A2
YmyzmcWsbfY_sentence_370.wav,I'm a very lucky man.,Tôi là một người rất may mắn.,A1
YmyzmcWsbfY_sentence_371.wav,Today is not your lucky day.,Hôm nay không phải ngày may mắn của anh.,A2
YmyzmcWsbfY_sentence_372.wav,I was lucky to get this job.,Tôi đã may mắn khi có được công việc này.,A1
YmyzmcWsbfY_sentence_379.wav,She told me not to go there alone.,Cô ấy bảo tôi không được đến đó một mình.,A2
YmyzmcWsbfY_sentence_380.wav,I don't like going out alone at night.,Tôi không thích ra ngoài một mình vào ban đêm.,A1
YmyzmcWsbfY_sentence_404.wav,We,Chúng tôi,A1
YmyzmcWsbfY_sentence_405.wav,Where should we go?,Chúng ta nên đi đâu?,A1
YmyzmcWsbfY_sentence_410.wav,How long will we have to wait?,Chúng ta sẽ phải chờ bao lâu?,A2
YmyzmcWsbfY_sentence_415.wav,She introduced her mother to her friends.,Cô giới thiệu mẹ mình với bạn bè.,A2
YmyzmcWsbfY_sentence_425.wav,Walk.,Đi bộ.,A1
YmyzmcWsbfY_sentence_428.wav,She advised him to walk instead of taking a bus.,Bà khuyên anh nên đi bộ thay vì đi xe buýt.,A2
YmyzmcWsbfY_sentence_433.wav,Do whatever you want.,Cứ làm gì con muốn.,A1
YmyzmcWsbfY_sentence_435.wav,Do whatever makes you happy.,Làm bất cứ điều gì khiến bạn hạnh phúc.,A1
YmyzmcWsbfY_sentence_437.wav,"Whatever you do, do it quickly.","Dù làm gì, hãy làm nhanh lên.",A1
YmyzmcWsbfY_sentence_440.wav,There is a traitor among us.,Có một kẻ phản bội trong chúng ta.,A2
YmyzmcWsbfY_sentence_441.wav,She was chosen from among thirty applicants.,Cô được chọn trong số ba mươi ứng viên.,A2
YmyzmcWsbfY_sentence_444.wav,Headache.,Đau đầu.,A1
YmyzmcWsbfY_sentence_445.wav,You'd better see a doctor about your headache.,Tốt hơn là anh nên đi khám bác sĩ.,A1
YmyzmcWsbfY_sentence_446.wav,I have a headache.,Tôi bị nhức đầu.,A1
YmyzmcWsbfY_sentence_447.wav,My son is my biggest headache.,Con trai tôi là nỗi đau đầu nhất của tôi.,A1
YmyzmcWsbfY_sentence_454.wav,I dare say he is right.,Tôi dám nói là ổng nói đúng.,A1
YmyzmcWsbfY_sentence_458.wav,Must.,Bắt buộc.,A1
YmyzmcWsbfY_sentence_465.wav,Are there any grocery stores close by?,Có cửa hàng tạp hóa nào gần đó không?,A1
YmyzmcWsbfY_sentence_475.wav,Special.,Đặc biệt.,A1
YmyzmcWsbfY_sentence_478.wav,There is something special about this place.,Có gì đó đặc biệt ở nơi này.,A1
YmyzmcWsbfY_sentence_482.wav,Easy.,Dễ thôi.,A1
YmyzmcWsbfY_sentence_483.wav,It was an easy decision.,Đó là một quyết định dễ dàng.,A1
YmyzmcWsbfY_sentence_484.wav,All things are difficult before they become easy.,Mọi thứ đều khó khăn trước khi chúng trở nên dễ dàng.,A2
YmyzmcWsbfY_sentence_491.wav,I need a sharp knife.,Tôi cần một con dao sắc.,A1
YmyzmcWsbfY_sentence_495.wav,Don't let the kid play with knives.,Đừng để thằng bé chơi dao.,A1
YmyzmcWsbfY_sentence_503.wav,Don't put all your eggs in one basket.,Không nên đặt tất cả trứng vào một giỏ.,A2
YmyzmcWsbfY_sentence_519.wav,Thank you for the wonderful dinner.,Cảm ơn vì bữa tối tuyệt vời.,A1
YmyzmcWsbfY_sentence_520.wav,Side.,Bên.,A2
YmyzmcWsbfY_sentence_526.wav,I'm on your side.,Tôi đứng về phía anh.,A1
YmyzmcWsbfY_sentence_527.wav,countryside.,Vùng quê.,A2
YresZ0P7mrA_sentence_001.wav,The accident occurred yesterday morning.,Vụ tai nạn xảy ra sáng hôm qua.,A2
YresZ0P7mrA_sentence_026.wav,I got a temporary job at the firm.,Tôi có một công việc tạm thời ở công ty.,A2
YresZ0P7mrA_sentence_027.wav,It's just a temporary solution.,Chỉ là giải pháp tạm thời thôi.,A2
YresZ0P7mrA_sentence_061.wav,I would rather stay here.,Tôi thà ở lại đây.,A1
YresZ0P7mrA_sentence_070.wav,I'd rather walk than take a bus.,Tôi thà đi bộ còn hơn đi xe buýt.,A1
YresZ0P7mrA_sentence_075.wav,"The question is, who will do it?","Câu hỏi là, ai sẽ làm điều đó?",A2
YresZ0P7mrA_sentence_081.wav,I don't know.,Tôi không biết.,A1
YresZ0P7mrA_sentence_082.wav,Budget. We can't buy any more equipment or we'll go over budget.,Ngân sách. Chúng ta không thể mua thêm thiết bị nếu không sẽ vượt quá ngân sách.,B1
YresZ0P7mrA_sentence_094.wav,She attached a note to the package.,Cô ấy đính kèm một lời nhắn vào cái gói.,A2
YresZ0P7mrA_sentence_104.wav,He told such a strange story that nobody believed it.,Ông kể một câu chuyện kỳ lạ đến nỗi không ai tin.,A2
YresZ0P7mrA_sentence_105.wav,Night,Đêm,A1
YresZ0P7mrA_sentence_107.wav,I stayed up all night.,Tôi thức cả đêm.,A1
YresZ0P7mrA_sentence_122.wav,They burst into tears.,Họ bật khóc.,A1
YresZ0P7mrA_sentence_130.wav,Family.,Gia đình.,A1
YresZ0P7mrA_sentence_135.wav,He took his family to the zoo.,Anh ấy đưa gia đình đi sở thú.,A1
YresZ0P7mrA_sentence_145.wav,Desire,Mong muốn,A1
YresZ0P7mrA_sentence_149.wav,That,Đó,A1
YresZ0P7mrA_sentence_157.wav,I'll bet you$15 you won't find a single scratch.,Tôi cá 15 đô là anh sẽ không tìm thấy một vết xước nào.,A2
YresZ0P7mrA_sentence_212.wav,They do everything to attract more clients.,Họ làm mọi thứ để thu hút thêm khách hàng.,A2
YresZ0P7mrA_sentence_220.wav,Wood.,Gỗ.,A1
YresZ0P7mrA_sentence_223.wav,What would you do if you won the lottery?,Bạn sẽ làm gì nếu bạn trúng số?,A1
YresZ0P7mrA_sentence_229.wav,They have a limited budget.,Họ có một ngân sách hạn chế.,A1
YresZ0P7mrA_sentence_233.wav,Next attach.,Đính kèm tiếp theo.,A2
YresZ0P7mrA_sentence_251.wav,Only,Chỉ,A2
YresZ0P7mrA_sentence_252.wav,This is the only book I have.,Đây là cuốn sách duy nhất tôi có.,A1
YresZ0P7mrA_sentence_253.wav,We only have five minutes to get there.,Chúng ta chỉ có 5 phút để đến đó.,A2
YresZ0P7mrA_sentence_254.wav,You're the only person I trust.,Anh là người duy nhất tôi tin tưởng.,A1
YresZ0P7mrA_sentence_255.wav,This no.,Điều này không.,A1
YresZ0P7mrA_sentence_259.wav,Clear.,Rõ ràng.,A1
YresZ0P7mrA_sentence_265.wav,Is that all clear?,Đã rõ ràng chưa?,A1
YresZ0P7mrA_sentence_266.wav,I have a few things I want to make clear.,Tôi có vài điều muốn làm rõ.,A1
YresZ0P7mrA_sentence_289.wav,Opening,Đang mở,A1
YresZ0P7mrA_sentence_302.wav,This is a brief outline of the event.,Đây là một phác thảo ngắn gọn về sự kiện.,A2
YresZ0P7mrA_sentence_308.wav,Would you like some carrot juice?,Cô muốn uống nước cà rốt không?,A1
YresZ0P7mrA_sentence_312.wav,Stop.,Dừng lại.,A1
YresZ0P7mrA_sentence_319.wav,Mirror.,Gương.,A1
YresZ0P7mrA_sentence_321.wav,She is standing in front of the mirror.,Cô ấy đang đứng trước gương.,A1
YresZ0P7mrA_sentence_327.wav,Ant.,Kiến.,A1
YresZ0P7mrA_sentence_334.wav,Your aunt looks young.,Dì của con trông trẻ quá.,A1
YresZ0P7mrA_sentence_343.wav,I like to have a glass of wine.,Tôi muốn uống một ly rượu.,A1
YresZ0P7mrA_sentence_347.wav,We have some local wine.,Chúng tôi có rượu vang địa phương.,A1
YresZ0P7mrA_sentence_349.wav,Order.,Trật tự.,A1
YresZ0P7mrA_sentence_351.wav,We've already ordered food and drinks.,Chúng tôi đã gọi đồ ăn và đồ uống rồi.,A1
YresZ0P7mrA_sentence_364.wav,How would you like to pay?,Anh muốn trả tiền thế nào?,A1
YresZ0P7mrA_sentence_365.wav,I'd like to pay in cash.,Tôi muốn trả bằng tiền mặt.,A1
YresZ0P7mrA_sentence_387.wav,How high is that mountain?,Ngọn núi đó cao bao nhiêu?,A1
YresZ0P7mrA_sentence_389.wav,Can,Có thể,A1
YresZ0P7mrA_sentence_390.wav,Where can I buy a ticket?,Tôi có thể mua vé ở đâu?,A1
YresZ0P7mrA_sentence_391.wav,You can't live without water.,Bạn không thể sống thiếu nước.,A2
YresZ0P7mrA_sentence_392.wav,He can speak English very well.,Anh ấy nói tiếng Anh rất tốt.,A2
YresZ0P7mrA_sentence_411.wav,The greatest pleasure in life is doing what people say you cannot do.,Niềm vui lớn nhất trong cuộc sống là làm những gì người khác nói bạn không thể làm.,A2
YresZ0P7mrA_sentence_415.wav,Do you like music?,Bạn có thích âm nhạc không?,A1
YresZ0P7mrA_sentence_416.wav,I like classical music.,Tôi thích nhạc cổ điển.,A1
YresZ0P7mrA_sentence_419.wav,I'm very sleepy.,Tôi buồn ngủ quá.,A1
YresZ0P7mrA_sentence_421.wav,Sh mood.,Tâm trạng Sh.,A2
YresZ0P7mrA_sentence_424.wav,I'm not in the mood to go out tonight.,Tối nay tôi không có tâm trạng đi chơi.,A1
YresZ0P7mrA_sentence_432.wav,Today.,Hôm nay.,A1
YresZ0P7mrA_sentence_433.wav,What are you going to do today?,Hôm nay anh định làm gì?,A1
YresZ0P7mrA_sentence_435.wav,I don't feel like working today.,Hôm nay tôi không muốn làm việc.,A1
YresZ0P7mrA_sentence_436.wav,What lock?,Khóa gì?,A1
YresZ0P7mrA_sentence_438.wav,This gate is locked at 6 p.m.,Cổng này khóa lúc 6 giờ tối.,A2
YresZ0P7mrA_sentence_439.wav,Do you think we need a new lock for the front door?,Anh có nghĩ là chúng ta cần một cái khoá mới cho cửa trước không?,A2
YresZ0P7mrA_sentence_455.wav,Again.,Một lần nữa.,A1
YresZ0P7mrA_sentence_456.wav,"Could you say it again, please?",Anh nói lại được không?,A1
YresZ0P7mrA_sentence_458.wav,Don't let it happen again.,Đừng để chuyện đó xảy ra lần nữa.,A1
YresZ0P7mrA_sentence_464.wav,It was clear that they were in a trap.,Rõ ràng là họ đang ở trong một cái bẫy.,A2
YresZ0P7mrA_sentence_470.wav,Opening.,Mở cửa.,A1
YresZ0P7mrA_sentence_490.wav,Process.,Quá trình.,A1
YresZ0P7mrA_sentence_502.wav,Speak less and listen more.,Nói ít đi và lắng nghe nhiều hơn.,A1
YresZ0P7mrA_sentence_538.wav,Please tell me it's a joke.,Làm ơn nói với tôi đó là một trò đùa đi.,A1
YresZ0P7mrA_sentence_541.wav,Surprised.,Ngạc nhiên.,A1
YresZ0P7mrA_sentence_543.wav,I was surprised at how quickly she agreed.,Tôi ngạc nhiên khi thấy cô ấy đồng ý nhanh đến thế.,A2
YresZ0P7mrA_sentence_555.wav,He left his luggage at the station.,Anh ta để quên hành lý ở nhà ga.,A2
YresZ0P7mrA_sentence_556.wav,Valuable.,Giá trị.,A1
YresZ0P7mrA_sentence_561.wav,I learned a valuable lesson.,Tôi đã học được một bài học quý giá.,A1
YresZ0P7mrA_sentence_563.wav,We're wasting valuable time here.,Chúng ta đang lãng phí thời gian quý báu ở đây.,A2
YresZ0P7mrA_sentence_568.wav,Nor,Cũng không,A2
YresZ0P7mrA_sentence_573.wav,I neither smoke nor drink.,Tôi không hút thuốc cũng không uống rượu.,A2
YresZ0P7mrA_sentence_574.wav,"He will not help them, nor will I.","Hắn sẽ không giúp họ, tôi cũng vậy.",A2
YresZ0P7mrA_sentence_578.wav,Humorous.,Vui vẻ.,A2
YresZ0P7mrA_sentence_585.wav,The journey has just begun.,Hành trình chỉ mới bắt đầu.,A1
YresZ0P7mrA_sentence_593.wav,Are you ready to start your journey?,Bạn đã sẵn sàng để bắt đầu hành trình chưa?,A1
YresZ0P7mrA_sentence_648.wav,Immediately.,Ngay lập tức.,A1
YresZ0P7mrA_sentence_650.wav,You have to leave immediately.,Anh phải đi ngay lập tức.,A1
YresZ0P7mrA_sentence_652.wav,She recognized him immediately.,Cô nhận ra anh ta ngay lập tức.,A2
YresZ0P7mrA_sentence_666.wav,Joy,Niềm vui,A1
YresZ0P7mrA_sentence_686.wav,he is likely to win the game.,Anh ta có thể thắng trận đấu.,A2
YresZ0P7mrA_sentence_693.wav,desire,mong muốn,A1
YresZ0P7mrA_sentence_700.wav,this problem.,Vấn đề này.,A1
YresZ0P7mrA_sentence_709.wav,He explained the process of building a boat.,Ông giải thích quá trình đóng một chiếc thuyền.,A2
YresZ0P7mrA_sentence_714.wav,It's a very simple process.,Đó là một quá trình rất đơn giản.,A2
YresZ0P7mrA_sentence_726.wav,Broad.,Rộng.,A1
YresZ0P7mrA_sentence_728.wav,The company has a broad range of experience.,Công ty có một loạt các kinh nghiệm.,A2
YresZ0P7mrA_sentence_731.wav,What are you talking about?,Anh đang nói về cái gì vậy?,A1
YresZ0P7mrA_sentence_742.wav,No words can express her deep sorrow.,Không lời nào có thể diễn tả nỗi buồn sâu sắc của cô ấy.,A2
YresZ0P7mrA_sentence_744.wav,Is there any express train?,Có tàu tốc hành nào không?,A1
YresZ0P7mrA_sentence_747.wav,They've got tons of money.,Họ có cả đống tiền.,A1
YresZ0P7mrA_sentence_755.wav,I've got a ton of work to do today.,Hôm nay tôi có cả tấn việc phải làm.,A2
YresZ0P7mrA_sentence_769.wav,I would mood.,Tôi sẽ tâm trạng.,A1
YresZ0P7mrA_sentence_777.wav,Are you in a bad mood?,Tâm trạng của bạn có tồi tệ không?,A1
YresZ0P7mrA_sentence_810.wav,Sugar.,Đường.,A1
YresZ0P7mrA_sentence_811.wav,This juice contains no added sugar.,Nước ép này không chứa đường phụ gia.,A2
YresZ0P7mrA_sentence_812.wav,"Don't put sugar in my coffee, please.","Đừng bỏ đường vào cà phê của tôi, làm ơn.",A2
YresZ0P7mrA_sentence_817.wav,"Pass me the sugar, please. Here you are.","Đưa tôi lọ đường, đây rồi.",A2
YresZ0P7mrA_sentence_826.wav,Imagine.,Hãy tưởng tượng.,A1
YresZ0P7mrA_sentence_845.wav,Want.,Muốn.,A1
YresZ0P7mrA_sentence_846.wav,What do you want me to do?,Anh muốn tôi làm gì?,A1
YresZ0P7mrA_sentence_851.wav,Is there anything else you want me to do?,Anh còn muốn tôi làm gì nữa không?,A1
YresZ0P7mrA_sentence_855.wav,You could have called me for help.,Anh có thể gọi tôi giúp mà.,A1
YresZ0P7mrA_sentence_861.wav,Useless.,Vô dụng.,A2
YresZ0P7mrA_sentence_876.wav,We have to evacuate immediately.,Chúng ta phải sơ tán ngay lập tức.,A1
YresZ0P7mrA_sentence_901.wav,I hope we get there in time.,Tôi hy vọng chúng ta đến đó kịp lúc.,A2
YresZ0P7mrA_sentence_908.wav,I don't like people who easily get angry.,Tôi không thích những người dễ nổi giận.,A2
YresZ0P7mrA_sentence_909.wav,"I can read English easily, said","Tôi có thể đọc tiếng Anh dễ dàng, nói",A2
YresZ0P7mrA_sentence_919.wav,I can't stand that silly man.,Tôi không thể chịu nổi lão già ngu ngốc đó.,A1
YresZ0P7mrA_sentence_925.wav,Employee.,Nhân viên.,A1
YresZ0P7mrA_sentence_932.wav,Aside.,Bên cạnh.,A1
YresZ0P7mrA_sentence_944.wav,The valley is three miles long and half a mile broad.,Thung lũng dài ba dặm và rộng nửa dặm.,A2
YresZ0P7mrA_sentence_954.wav,There were tons of people at the park.,Có hàng tấn người ở công viên.,A1
YresZ0P7mrA_sentence_971.wav,Our country produces a lot of rice.,Đất nước chúng tôi sản xuất rất nhiều gạo.,A2
YresZ0P7mrA_sentence_973.wav,This factory produces over twenty different kinds of product.,Nhà máy này sản xuất hơn hai mươi loại sản phẩm khác nhau.,A2
_0J3v14ZjW4_sentence_014.wav,"she ran out of the room, slamming the door behind her.","Cô bé chạy ra khỏi phòng, đóng sầm cửa lại.",A2
_0J3v14ZjW4_sentence_015.wav,Behind,Phía sau,A2
_0J3v14ZjW4_sentence_020.wav,The sun went behind a bank of clouds.,Mặt trời đã lặn sau một dải mây.,A2
_0J3v14ZjW4_sentence_022.wav,Attitude,Thái độ,A1
_0J3v14ZjW4_sentence_064.wav,That was a domestic flight.,Đó là chuyến bay nội địa.,A2
_0J3v14ZjW4_sentence_109.wav,This book is extremely rare.,Cuốn sách này cực kỳ hiếm.,A1
_0J3v14ZjW4_sentence_111.wav,Amazing.,Thật đáng kinh ngạc.,A1
_0J3v14ZjW4_sentence_140.wav,I assure you I'll do everything possible to help you.,Tôi đảm bảo sẽ làm mọi thứ có thể để giúp anh.,A2
_0J3v14ZjW4_sentence_141.wav,Record.,Ghi chép.,A1
_0J3v14ZjW4_sentence_142.wav,Record,Ghi,A1
_0J3v14ZjW4_sentence_153.wav,You should record all your expenses during your trip.,Bạn nên ghi lại mọi chi phí trong chuyến đi.,A2
_0J3v14ZjW4_sentence_161.wav,She nodded in response to my question.,Cô gật đầu đáp lại câu hỏi của tôi.,A2
_0J3v14ZjW4_sentence_184.wav,I walk to school every day.,Tôi đi bộ đến trường mỗi ngày.,A1
_0J3v14ZjW4_sentence_197.wav,His lecture made a deep impression on us.,Bài giảng của ông đã gây ấn tượng sâu sắc với chúng tôi.,B1
_0J3v14ZjW4_sentence_198.wav,Refuse.,Từ chối.,A1
_0J3v14ZjW4_sentence_208.wav,She refused to go with me.,Cô ấy từ chối đi với tôi.,A2
_0J3v14ZjW4_sentence_216.wav,There have been a lot of complaints about your behavior.,Có rất nhiều lời phàn nàn về hành vi của anh.,A2
_0J3v14ZjW4_sentence_218.wav,"As far as I'm concerned, I have no complaint.","Theo như tôi biết, tôi không có khiếu nại gì.",A2
_0J3v14ZjW4_sentence_236.wav,Obviously.,Rõ ràng là vậy.,A1
_0J3v14ZjW4_sentence_247.wav,Black. The sky was moonless and black.,Tối đen. Bầu trời không trăng và tối đen.,A2
_0J3v14ZjW4_sentence_249.wav,Do you like black cats?,Anh có thích mèo đen không?,A1
_0J3v14ZjW4_sentence_257.wav,I will call you as soon as possible.,Tôi sẽ gọi cho anh sớm nhất có thể.,A2
_0J3v14ZjW4_sentence_259.wav,I'll be back soon.,Tôi sẽ quay lại ngay.,A1
_0J3v14ZjW4_sentence_269.wav,I never thought it'd be this hard to create an iPhone app.,Tôi chưa bao giờ nghĩ việc tạo ra một ứng dụng iPhone lại khó đến thế.,A2
_0J3v14ZjW4_sentence_274.wav,She is in a hurry.,Cô ấy đang vội.,A1
_0J3v14ZjW4_sentence_277.wav,"Hurry up, we'll be late.","Nhanh lên, chúng ta sẽ trễ mất.",A1
_0J3v14ZjW4_sentence_294.wav,I can't go with you because I'm very busy.,Tôi không thể đi với anh vì tôi rất bận.,A2
_0J3v14ZjW4_sentence_295.wav,I couldn't go out because of the rain.,Tôi không thể ra ngoài vì trời mưa.,A1
_0J3v14ZjW4_sentence_305.wav,Give me a hand.,Giúp tôi một tay.,A1
_0J3v14ZjW4_sentence_314.wav,Highway,Xa lộ,A1
_0J3v14ZjW4_sentence_316.wav,There is a traffic jam on the highway.,Có một vụ kẹt xe trên đường cao tốc.,A1
_0J3v14ZjW4_sentence_318.wav,It took us two hours to get to the airport by highway.,Chúng tôi mất hai tiếng để đến sân bay bằng đường cao tốc.,A2
_0J3v14ZjW4_sentence_325.wav,Would you mind if I record this conversation?,Tôi có thể ghi âm cuộc nói chuyện này không?,A1
_0J3v14ZjW4_sentence_328.wav,She didn't take part in our conversation.,Cô ấy không tham gia vào cuộc nói chuyện của chúng tôi.,A2
_0J3v14ZjW4_sentence_337.wav,This pen belongs to me.,Cây bút này là của tôi.,A1
_0J3v14ZjW4_sentence_338.wav,"Can I borrow your pen, please?",Cho tôi mượn bút được không?,A1
_0J3v14ZjW4_sentence_349.wav,Garden,Vườn,A1
_0J3v14ZjW4_sentence_357.wav,What a beautiful garden.,Đúng là một khu vườn đẹp.,A1
